latency_ms,packet_loss_pct,availability_pct,energy_usage_pct,resource_utilization_pct,network_health_score
6.39,0.67,95.06,31.69,86.42,75.45
16.05,2.87,92.05,61.09,59.68,51.02
14.55,4.1,97.57,48.96,81.12,56.97
33.06,1.04,94.14,78.37,52.4,52.8
19.86,1.65,94.59,28.31,67.16,62.83
15.14,1.86,99.83,39.57,45.62,75.05
32.94,0.74,91.45,93.41,20.82,49.04
52.75,3.91,97.89,22.36,62.74,39.2
12.12,2.49,90.51,60.29,27.9,53.9
32.17,3.51,93.58,65.33,27.82,42.41
31.91,4.83,92.92,39.62,69.94,35.09
57.79,0.86,92.02,32.53,44.83,39.56
28.79,3.14,96.2,66.75,46.09,50.44
41.3,1.3,95.13,37.37,46.49,52.93
38.98,2.07,93.97,22.02,48.02,49.61
39.91,2.86,98.07,81.08,20.11,48.79
35.82,3.97,96.01,32.13,30.92,45.93
57.71,2.31,95.59,34.24,54.23,38.88
39.63,1.58,96.71,79.58,41.06,51.72
15.6,0.14,94.41,22.57,86.55,72.17
17.64,4.04,92.97,35.94,65.24,48.31
23.58,2.7,92.88,63.52,35.9,49.95
35.79,2.54,93.44,49.25,88.29,43.37
37.19,1.49,90.64,30.43,63.17,45.34
34.98,2.02,96.58,33.58,42.09,56.64
17.91,0.27,91.22,90.64,98.36,56.37
59.29,4.2,97.6,46.76,91.81,29.35
20.57,3.2,90.67,90.26,47.8,41.55
31.35,0.48,90.6,36.98,52.53,53.64
8.1,1.49,91.83,66.21,30.76,63.2
22.37,0.75,97.1,70.46,51.23,67.44
22.2,4.43,92.28,90.15,63.88,36.91
7.22,3.09,92.64,70.81,51.84,55.83
40.97,4.17,91.95,86.83,22.06,28.67
22.56,1.96,93.68,39.89,69.93,56.56
56.18,3.74,93.06,34.81,70.47,26.71
57.2,3.53,91.49,57.01,62.85,22.18
6.3,0.11,92.87,81.69,77.14,69.39
30.36,2.55,98.34,87.92,97.22,52.04
21.82,2.83,91.1,24.57,82.65,48.38
28.5,1.48,94.63,76.85,76.85,53.21
41.47,1.43,97.29,55.45,73.66,53.32
27.08,2.25,97.55,63.93,50.39,58.69
39.29,0.43,95.34,56.69,43.7,57.09
13.03,1.54,96.31,56.47,40.74,69.43
55.56,0.28,90.56,33.2,79.86,39.06
9.01,1.2,99.57,44.09,45.04,81.1
6.95,4.58,96.02,20.4,83.31,58.76
28.24,4.4,93.91,80.99,52.97,38.14
50.44,0.53,95.9,57.49,20.74,52.07
51.0,2.78,92.31,65.31,30.57,32.08
18.8,0.7,91.27,32.07,62.66,61.43
24.25,3.4,95.58,21.91,96.02,52.63
59.74,4.43,98.16,69.38,38.11,29.49
8.77,3.3,91.78,89.51,99.28,47.87
52.36,4.97,95.33,64.4,51.53,25.38
45.95,3.29,97.62,76.69,70.45,40.05
35.84,3.88,90.12,45.07,45.72,32.52
13.47,2.49,90.22,37.5,39.09,54.2
29.43,3.23,90.88,66.67,50.24,38.78
21.72,0.37,92.13,31.42,47.9,63.83
47.38,2.27,94.81,27.13,20.4,46.1
36.46,0.12,90.28,72.74,46.05,48.52
42.35,1.17,92.88,75.94,55.51,44.15
41.53,2.17,92.15,89.3,26.41,38.26
49.75,1.57,92.35,58.12,96.45,36.37
44.02,1.35,96.88,88.68,73.84,48.03
12.0,1.94,95.28,26.63,49.67,68.51
20.7,4.73,97.54,63.43,22.16,51.54
11.48,4.12,94.88,54.34,29.04,55.37
53.46,2.52,95.88,22.41,26.79,43.47
57.77,0.56,91.39,53.04,87.5,35.61
24.55,3.94,99.91,91.69,40.49,54.18
41.94,0.3,98.09,49.6,92.79,59.9
46.54,2.27,93.76,41.73,59.62,41.11
13.15,0.46,98.41,23.06,86.86,79.99
18.03,4.82,91.69,45.92,73.37,40.21
42.77,0.38,90.88,86.58,29.06,44.09
53.32,0.09,98.45,52.04,56.08,56.43
14.73,3.07,91.12,21.72,51.1,53.32
16.77,3.36,90.37,70.16,64.19,43.67
38.82,2.79,97.23,73.49,57.4,46.99
9.24,1.84,90.8,58.86,21.87,59.87
37.39,3.55,96.0,68.01,29.3,43.54
14.41,0.98,93.06,67.79,32.13,64.17
56.25,4.2,99.4,80.73,62.28,32.86
45.4,0.84,99.68,89.76,63.65,55.75
56.55,1.63,91.51,71.89,24.54,32.51
35.54,0.03,93.53,60.21,49.79,57.07
22.38,0.13,99.76,47.31,66.73,77.4
21.06,1.9,94.83,86.14,57.34,56.02
58.48,1.55,92.49,43.84,95.14,33.0
42.0,2.55,94.64,39.16,31.95,45.8
25.28,2.85,97.76,30.83,20.36,62.01
34.5,2.86,92.33,89.59,53.91,37.97
24.66,3.53,99.4,37.36,63.71,59.42
39.6,2.96,99.92,59.9,50.52,52.78
58.48,2.53,95.2,80.25,25.44,33.38
44.91,4.56,95.24,87.04,87.75,27.65
32.75,3.71,97.1,21.03,97.03,49.02
8.55,1.99,95.72,34.49,41.54,70.84
16.16,0.57,98.44,30.77,45.03,79.02
45.27,2.34,92.09,65.01,32.94,37.17
31.98,2.9,93.49,92.11,83.97,39.89
51.75,3.1,94.89,76.31,86.4,31.28
45.49,0.12,94.51,77.2,48.39,50.98
8.74,0.76,95.79,85.43,71.54,70.41
21.62,3.74,95.62,64.29,84.62,48.93
22.68,1.7,91.5,78.49,65.73,49.73
49.98,0.37,93.05,40.33,97.38,45.37
18.68,0.29,97.64,67.5,93.96,71.18
17.66,3.7,98.01,72.25,34.36,57.99
19.19,1.7,93.62,22.13,79.68,61.04
18.15,0.38,91.33,89.74,21.26,59.85
16.03,2.07,93.46,62.64,33.73,59.02
34.55,0.01,99.66,46.54,65.06,70.61
29.22,0.69,92.12,77.97,20.88,54.42
41.24,4.01,96.22,90.37,55.19,35.87
15.84,4.42,94.8,33.91,73.45,50.93
29.69,2.59,93.56,42.33,76.67,48.26
51.34,4.5,94.51,92.37,37.79,24.62
45.59,2.04,95.97,83.86,64.72,42.74
22.79,0.53,95.49,90.45,91.05,61.07
19.18,2.41,94.44,56.95,63.88,56.45
52.21,3.5,97.53,85.87,64.34,34.43
35.97,3.92,92.47,60.34,45.11,35.48
20.11,2.56,98.3,37.8,44.37,65.72
31.48,0.98,95.5,62.94,73.5,57.26
45.26,4.05,93.01,68.03,43.58,29.64
35.62,1.06,93.69,20.7,63.2,55.46
55.93,3.24,94.27,65.77,76.74,28.38
35.28,1.76,97.43,37.98,55.1,58.35
8.02,3.48,90.78,43.42,55.13,52.24
33.32,3.94,91.09,46.93,71.32,34.23
33.24,0.13,98.18,71.36,56.03,65.83
16.07,3.14,95.41,24.53,97.88,58.12
27.78,1.55,98.97,41.52,51.06,66.85
58.82,0.45,92.29,24.41,99.38,39.66
42.0,4.88,95.49,33.84,54.69,35.26
55.37,4.11,94.8,51.95,28.84,29.17
6.33,1.7,95.05,62.52,84.12,67.36
24.46,3.74,99.87,41.99,93.78,57.46
56.0,3.29,92.46,61.69,40.3,26.69
32.61,1.65,99.66,71.31,23.81,63.19
58.07,1.02,93.83,32.7,42.95,42.27
57.63,3.24,98.98,33.69,80.13,39.8
53.02,0.13,99.9,63.25,32.45,59.4
52.27,0.42,93.39,72.07,53.23,43.46
31.78,4.71,92.65,54.93,56.06,34.41
56.63,3.18,99.85,73.03,62.84,39.35
34.1,3.85,91.73,32.75,83.04,36.33
36.76,3.91,94.76,83.49,32.26,37.94
54.29,1.95,95.89,33.14,51.94,43.54
57.56,0.38,98.61,47.54,72.8,52.4
42.83,0.98,98.24,33.17,82.53,58.45
36.69,1.36,94.72,80.45,81.45,48.5
11.67,4.58,99.41,24.93,56.27,63.6
46.07,1.54,92.94,29.4,73.88,43.92
11.92,0.31,94.42,89.18,88.21,66.83
43.26,1.14,96.11,81.75,91.44,47.84
17.72,4.39,90.33,70.29,87.3,36.7
35.11,4.83,90.92,87.63,93.54,23.16
18.17,2.81,96.72,21.32,27.84,64.95
58.69,3.67,98.69,51.67,87.04,34.29
22.81,2.89,97.18,31.97,68.14,59.6
54.14,0.99,95.44,27.57,67.31,47.34
41.61,2.4,97.24,91.02,69.84,44.91
28.35,4.16,91.89,39.22,81.64,37.95
6.95,3.65,98.75,22.82,99.21,67.84
43.48,1.92,98.4,79.17,52.36,50.57
37.3,1.77,93.12,53.13,53.22,47.05
18.5,2.0,90.64,45.49,81.0,51.6
8.07,0.56,96.8,40.92,97.04,77.0
13.06,4.89,93.33,73.71,81.24,42.92
24.54,1.87,95.27,56.05,29.85,59.39
14.61,2.8,99.21,67.69,81.06,64.82
50.56,2.72,93.57,68.85,99.01,31.34
41.3,0.9,95.05,78.76,35.85,51.13
55.0,0.43,94.97,84.5,81.53,42.28
31.1,3.2,94.13,28.63,61.01,47.7
40.28,0.57,99.97,83.06,20.46,63.6
13.54,3.51,90.4,35.72,68.49,48.1
19.1,4.25,99.16,30.52,26.67,61.23
16.0,4.16,91.5,39.91,70.99,45.06
12.93,3.73,96.79,49.39,84.7,57.99
55.41,0.38,90.94,78.03,33.5,37.24
15.89,4.9,92.86,80.67,90.9,39.06
35.17,1.29,91.51,25.86,70.19,49.38
31.71,2.47,90.95,25.63,47.15,45.6
19.06,3.0,98.42,69.14,38.75,61.53
13.65,1.68,90.24,80.34,54.63,53.11
25.81,2.04,98.82,43.83,34.54,65.83
53.8,2.88,99.88,25.83,94.97,45.74
43.21,2.05,93.38,60.91,43.03,42.33
12.74,0.58,99.7,33.53,61.85,82.39
18.35,0.51,97.32,61.47,91.43,70.34
58.97,1.27,90.13,64.28,43.91,29.91
7.53,3.22,92.43,71.79,26.02,55.77
53.93,4.26,98.22,53.34,65.48,34.16
59.09,1.59,92.1,67.69,47.71,31.66
57.44,3.44,94.17,22.65,70.26,30.91
39.53,3.71,98.4,62.21,21.03,47.26
57.12,3.75,98.8,82.67,93.45,31.64
13.35,2.43,99.91,30.99,40.28,74.54
56.67,0.33,96.23,52.53,92.83,46.93
54.61,2.49,98.9,86.07,24.87,42.73
51.01,3.46,95.21,86.98,27.24,32.47
16.16,1.22,93.74,44.93,53.16,64.53
34.81,2.41,99.18,34.37,20.64,60.96
5.25,4.42,90.26,61.12,39.82,47.15
33.81,2.96,96.34,31.66,20.9,53.39
9.58,1.63,93.81,86.57,34.34,63.35
9.42,4.81,94.86,78.27,77.37,48.34
18.87,2.07,92.6,39.74,43.14,57.37
19.0,4.45,97.78,61.3,63.24,52.6
36.25,4.21,93.2,51.25,45.69,36.17
23.13,2.77,95.11,24.96,31.83,58.4
5.11,1.21,97.66,65.04,50.53,77.19
33.37,2.61,93.14,57.08,58.34,44.55
52.71,4.44,96.21,84.72,23.78,28.94
49.05,1.74,99.84,73.25,93.56,49.53
57.66,2.03,96.25,21.83,27.68,44.2
31.22,4.8,98.49,72.23,28.57,45.58
9.38,4.0,93.21,64.64,95.65,49.54
43.74,3.92,90.69,78.69,21.58,26.6
52.61,3.73,97.64,90.63,60.81,32.95
8.39,1.72,93.99,30.43,90.42,66.8
52.86,4.96,97.59,91.44,47.65,27.16
24.89,0.98,92.64,92.23,25.07,54.95
19.1,0.81,92.31,40.59,47.46,62.67
8.97,0.98,98.1,67.32,39.91,77.21
31.28,3.95,92.28,44.78,28.05,40.16
12.34,4.03,98.67,57.48,72.52,60.41
39.5,1.01,91.57,21.36,70.39,48.74
18.46,2.96,92.7,53.69,90.98,49.63
34.95,1.22,98.69,49.67,24.42,64.14
20.64,3.72,94.86,62.16,20.12,51.51
58.07,2.63,94.33,82.85,89.97,27.89
38.87,4.88,94.04,77.45,30.41,31.07
12.01,3.87,93.21,26.58,80.39,53.19
30.23,2.07,93.44,89.0,48.12,47.09
21.27,3.72,99.76,25.51,39.69,63.64
38.08,2.26,99.47,69.37,46.4,55.55
17.31,0.58,99.34,88.48,58.4,73.61
54.49,1.68,96.74,38.74,33.59,46.84
42.91,2.66,97.68,30.64,22.77,52.09
50.65,3.79,98.99,24.53,95.87,41.4
36.39,4.46,91.15,38.66,93.35,29.6
19.27,4.69,94.35,55.84,63.49,44.93
38.54,3.89,94.67,88.97,81.03,33.83
47.79,0.08,95.31,38.01,37.88,55.86
17.69,3.31,98.5,65.87,27.82,61.86
48.8,2.51,95.64,89.23,45.02,38.28
39.14,4.64,91.64,71.74,21.73,28.34
19.87,3.22,93.83,40.18,32.23,53.99
31.57,1.71,98.73,44.16,43.52,63.37
50.73,0.87,98.05,49.44,93.36,51.68
48.52,1.45,95.77,43.26,34.65,49.14
49.63,0.78,90.8,31.24,77.93,40.88
52.31,3.21,96.4,73.02,49.61,35.59
39.57,0.32,98.78,62.86,22.77,64.82
29.69,3.37,90.42,44.33,73.91,38.05
37.59,1.72,92.55,20.22,81.56,47.87
8.84,2.89,91.48,22.82,40.05,58.95
8.88,4.6,93.99,36.47,23.03,54.84
17.84,3.9,91.9,53.08,73.62,44.62
51.05,2.67,96.29,56.22,82.15,38.84
15.48,0.82,93.27,46.4,77.88,64.63
58.2,3.73,93.83,91.91,45.74,22.64
26.36,3.31,94.16,80.04,38.04,46.05
28.34,2.09,90.63,75.95,66.35,42.9
54.18,3.39,95.61,62.3,50.75,32.99
6.96,0.67,98.84,28.44,74.4,83.6
57.38,2.34,95.56,94.74,25.56,34.22
7.96,4.69,99.63,66.1,60.9,61.39
29.8,1.48,97.16,23.94,25.04,65.38
44.26,4.83,94.66,35.78,62.71,31.91
17.55,2.24,94.12,62.86,32.63,58.6
51.71,1.93,98.26,80.93,72.2,44.13
21.08,1.9,91.59,73.4,22.41,52.54
27.07,3.59,96.11,75.64,31.86,48.9
5.55,0.79,91.21,52.73,86.81,65.54
24.27,4.37,92.04,70.67,85.26,36.37
21.07,4.59,99.09,86.2,99.57,49.0
5.93,1.8,91.34,33.64,28.9,65.32
44.28,1.75,92.16,94.95,50.98,36.93
14.13,2.9,99.73,21.25,61.34,71.27
10.64,0.41,91.6,59.29,30.23,67.32
46.86,3.23,97.21,93.98,86.64,36.42
59.6,0.5,98.48,34.68,37.44,53.35
47.49,1.95,91.57,25.34,66.01,39.08
39.1,1.62,96.32,67.06,40.69,52.34
30.81,3.45,98.69,23.08,42.91,57.2
26.51,3.4,95.05,72.4,79.33,45.97
44.38,2.72,98.26,82.5,22.89,46.88
45.36,0.26,90.84,77.55,97.5,40.53
19.26,4.58,93.76,70.07,89.72,41.58
18.26,3.15,90.14,67.27,37.3,45.0
16.81,3.11,97.65,44.19,62.29,62.11
21.17,1.63,90.72,80.32,67.09,49.19
17.19,4.71,92.69,49.52,47.2,44.21
39.39,4.7,92.87,20.32,32.26,34.97
38.81,0.81,92.46,80.18,69.2,46.07
52.31,4.37,99.76,60.32,65.27,36.99
37.93,0.09,96.97,38.32,78.88,62.93
9.42,0.21,98.31,27.45,71.84,83.57
47.11,0.8,97.48,21.63,57.45,57.66
15.39,4.44,93.0,81.02,84.12,42.26
34.6,1.31,92.01,35.38,68.42,49.75
47.8,3.03,92.47,57.49,54.13,32.67
29.34,2.25,96.71,26.5,80.75,57.89
41.82,3.32,90.1,75.13,35.87,29.18
43.52,1.93,98.48,87.82,57.08,49.54
5.2,2.03,95.09,30.84,24.76,72.6
52.54,0.73,96.21,84.65,78.66,44.86
37.44,4.03,98.71,82.34,47.34,44.21
12.54,4.9,92.74,63.33,90.52,42.61
10.38,4.35,93.71,62.62,36.87,51.36
22.13,2.18,96.83,56.24,78.01,59.93
14.77,1.19,99.78,40.38,99.13,75.77
37.03,4.0,94.14,78.94,50.02,35.67
18.35,3.68,92.06,81.54,76.66,42.7
42.13,3.14,97.04,90.56,47.45,41.7
35.39,0.12,97.6,42.99,42.32,66.94
44.86,2.01,96.16,41.21,83.03,47.08
7.59,2.44,94.83,35.91,31.92,67.73
25.02,1.51,97.31,53.66,43.91,64.47
36.87,4.49,96.66,50.19,44.85,41.52
38.19,1.74,99.82,76.11,99.08,55.45
57.9,1.68,99.57,89.74,48.34,44.59
44.66,4.6,92.09,90.39,26.1,24.03
26.73,4.64,94.75,32.56,58.19,44.11
27.08,4.3,92.71,34.12,95.69,39.49
21.64,0.81,94.11,52.41,22.0,64.84
30.47,1.69,91.41,91.46,44.33,44.75
58.07,2.01,97.36,65.17,75.62,39.52
38.8,1.46,91.41,52.31,23.93,45.81
56.61,0.01,97.72,66.17,24.52,53.56
37.03,0.29,93.3,78.92,93.91,50.34
58.55,2.7,92.74,79.59,31.2,27.31
16.62,1.21,97.45,51.83,27.41,72.32
24.37,2.26,90.39,55.8,53.09,46.62
14.03,4.04,91.92,56.4,72.45,45.97
43.15,4.59,96.49,70.39,89.8,32.58
10.16,4.11,94.67,48.99,74.3,54.09
56.71,2.99,98.65,57.99,92.69,37.89
59.0,4.33,95.5,91.55,98.05,19.93
47.08,1.47,94.32,79.86,65.06,41.8
40.25,1.22,97.74,21.08,45.17,60.83
13.83,1.52,94.83,81.58,21.75,64.52
7.42,4.92,97.17,26.96,32.31,60.99
6.82,2.35,92.84,32.31,32.54,65.01
33.54,4.57,96.2,27.9,41.35,44.57
19.18,3.56,90.02,69.37,79.83,39.81
31.13,0.7,94.11,31.49,86.77,58.58
56.76,0.86,96.56,84.62,26.07,44.97
19.53,2.3,94.03,80.76,37.17,54.87
47.29,2.9,97.52,38.6,28.97,46.83
53.48,2.7,91.14,72.0,64.81,26.24
35.58,0.81,97.65,46.35,32.97,63.6
23.72,1.55,95.47,32.74,64.19,62.47
37.0,4.04,94.03,37.57,82.38,37.79
13.54,0.25,93.19,88.04,23.53,67.04
9.73,3.53,97.29,87.89,84.18,58.08
19.21,1.39,97.64,76.23,99.88,64.2
25.94,0.83,96.14,77.07,21.79,63.75
24.38,1.31,90.46,84.96,64.99,48.0
39.04,4.45,99.17,36.86,23.18,47.8
5.04,1.87,93.14,38.42,64.85,66.81
43.37,1.38,92.87,41.24,57.12,45.84
51.86,2.97,99.0,56.12,25.95,45.09
29.83,4.93,92.77,52.45,54.17,35.04
29.33,4.12,93.3,68.97,75.81,37.72
35.6,4.53,96.56,93.6,29.47,38.28
10.66,1.34,97.79,21.35,49.01,77.9
5.88,1.8,91.57,65.54,56.25,61.24
8.24,0.2,98.78,40.46,56.75,84.72
49.47,4.57,98.56,86.12,50.96,33.42
29.41,2.41,91.1,53.55,24.83,45.91
30.81,1.2,93.71,86.29,20.5,53.25
35.93,2.68,94.6,44.49,82.34,45.67
39.35,2.6,99.71,78.05,74.28,51.31
9.74,1.69,94.28,56.6,78.28,64.72
6.09,4.97,95.24,71.24,49.45,52.39
46.07,3.72,93.3,92.65,92.69,26.45
15.12,2.18,97.61,75.31,95.35,62.95
49.67,3.21,90.03,29.08,64.69,28.06
57.95,4.35,92.65,60.38,74.7,19.03
40.11,4.86,98.29,93.96,30.62,37.28
46.37,3.09,99.22,49.13,52.56,47.63
52.31,4.01,97.09,52.99,43.35,35.29
16.12,1.48,98.9,41.21,99.76,71.65
43.02,0.76,92.59,29.84,24.76,51.37
46.78,1.74,90.79,70.7,33.78,36.04
57.05,0.79,90.96,45.02,38.34,37.31
40.9,1.51,98.77,60.21,69.82,55.96
7.28,3.02,96.52,54.26,62.01,65.05
22.86,4.05,93.45,67.93,94.96,41.38
17.27,1.44,97.53,57.54,32.84,70.1
31.2,3.3,97.24,75.16,30.69,50.2
16.32,0.07,99.65,47.27,95.67,79.67
56.27,2.93,91.08,75.68,60.93,23.16
20.95,3.32,96.25,67.3,87.72,52.19
21.32,1.28,95.17,86.66,60.36,59.46
13.06,2.27,99.85,69.35,95.26,68.83
17.27,2.72,94.12,70.14,59.86,54.25
50.98,4.87,96.1,46.01,91.48,28.08
56.28,1.87,93.81,22.8,45.41,39.97
7.85,0.51,97.65,37.96,86.94,79.91
26.17,4.51,93.26,85.75,55.33,36.93
54.65,3.53,93.69,72.82,85.23,25.41
14.35,1.52,98.42,61.71,69.17,70.97
15.93,1.34,94.65,59.19,22.18,66.0
59.69,1.85,99.8,30.21,99.32,46.54
10.89,2.16,90.61,81.11,83.17,51.61
48.86,3.66,93.18,21.82,96.47,31.75
54.37,2.81,99.13,29.09,60.88,45.61
42.55,0.51,90.54,46.04,20.14,47.39
36.85,1.6,91.22,91.36,74.82,39.45
23.49,0.05,90.04,26.33,60.19,60.08
44.81,1.02,94.18,59.24,90.76,45.92
