tower_id,temperature_c,power_usage_pct,traffic_load,weather,cpu_usage_pct,failed
T10,46.02,24.66,706,clear,28.24,0
T9,48.53,73.72,408,fog,43.07,0
T4,42.91,70.7,839,rain,39.59,0
T1,47.05,44.06,1393,clear,93.29,0
T5,50.18,47.8,1518,clear,97.51,0
T1,63.94,55.53,1769,rain,50.06,1
T9,53.35,83.32,1054,rain,86.16,0
T1,31.75,45.41,1356,storm,65.59,0
T4,21.44,83.46,1510,storm,86.16,1
T2,47.43,57.49,1648,storm,55.19,1
T5,49.08,83.1,110,clear,93.11,0
T3,41.85,99.8,1042,clear,41.02,0
T6,71.22,27.7,120,storm,51.11,0
T2,39.04,26.72,1033,fog,49.96,0
T9,47.36,75.35,436,clear,74.61,0
T9,66.19,43.6,224,rain,67.71,0
T8,36.37,28.96,1450,clear,28.55,0
T7,74.56,46.45,829,fog,73.89,0
T1,60.18,70.09,259,clear,73.94,0
T5,37.44,98.41,382,rain,40.21,0
T6,71.9,99.43,343,clear,45.8,1
T9,30.3,20.24,167,clear,50.77,0
T1,48.89,47.99,1645,fog,57.32,0
T3,57.44,56.93,521,clear,90.7,0
T2,27.78,37.2,647,clear,33.71,0
T9,71.0,67.47,1427,fog,60.15,0
T4,63.17,54.98,698,storm,37.58,1
T10,61.35,28.49,994,storm,30.21,0
T2,47.18,46.1,329,clear,29.09,0
T6,31.11,45.45,675,storm,49.19,0
T6,70.55,52.53,1757,clear,58.85,1
T4,43.16,99.01,1157,clear,32.28,0
T4,47.46,40.7,1577,rain,74.83,0
T8,70.45,79.28,1311,fog,10.82,0
T9,47.48,21.47,534,rain,74.08,0
T8,63.06,99.23,895,fog,61.59,1
T1,57.39,64.09,240,fog,60.45,0
T2,38.79,71.72,1523,storm,63.42,1
T6,21.64,72.09,139,fog,86.93,0
T9,37.36,26.24,1593,rain,57.73,0
T1,52.76,76.68,1556,storm,99.58,0
T5,67.88,31.35,190,clear,99.01,1
T1,36.08,94.7,594,clear,43.57,0
T5,64.78,97.33,236,storm,83.46,1
T9,29.08,64.68,356,fog,20.08,0
T5,63.85,55.75,1386,storm,13.6,1
T8,55.36,46.91,467,clear,85.76,0
T3,25.23,75.69,284,storm,54.31,0
T5,55.78,99.29,447,fog,41.8,0
T10,65.22,58.65,1019,rain,97.13,1
T8,45.11,85.65,582,storm,56.81,0
T6,28.56,49.12,1364,storm,73.93,0
T4,29.81,96.38,419,rain,77.94,0
T10,23.44,99.53,892,rain,11.58,0
T2,64.47,96.34,1799,clear,26.12,1
T2,64.45,43.9,669,fog,14.2,0
T6,60.32,22.28,1267,fog,80.42,0
T10,43.36,44.96,690,clear,69.22,0
T6,31.13,46.16,872,storm,33.5,0
T7,21.48,94.91,765,fog,28.07,0
T10,55.17,74.17,654,fog,96.23,0
T1,24.31,22.9,292,clear,17.88,0
T9,50.04,96.36,684,storm,46.63,1
T10,40.33,96.3,1133,storm,90.58,0
T8,71.37,40.39,1420,rain,33.4,0
T7,51.45,45.57,1723,fog,11.19,0
T8,45.81,26.91,1127,fog,43.41,0
T5,21.71,38.56,1355,rain,23.79,0
T2,44.66,70.62,1699,fog,20.29,0
T1,27.02,59.12,1348,clear,51.53,0
T2,58.94,90.28,1445,clear,63.89,0
T1,57.9,87.62,1738,storm,69.99,1
T3,46.45,79.5,1110,fog,97.37,0
T6,42.74,80.87,482,clear,97.49,0
T9,74.86,58.24,437,rain,40.44,0
T5,68.77,40.36,184,clear,10.51,0
T8,58.52,56.89,978,clear,27.73,0
T9,55.5,31.55,1696,clear,74.42,0
T1,43.49,27.46,1085,rain,83.55,0
T7,48.4,33.7,1460,rain,37.78,0
T4,60.34,96.25,299,storm,19.34,1
T5,28.2,97.44,247,storm,24.92,0
T4,59.03,51.54,292,storm,83.27,0
T9,33.3,20.19,1582,rain,56.94,0
T5,53.47,76.12,373,rain,25.44,0
T2,29.22,83.21,994,clear,43.76,0
T7,37.9,36.48,1106,clear,75.93,0
T4,20.33,89.79,454,rain,77.68,0
T6,56.9,61.97,388,clear,32.88,0
T2,51.36,50.8,118,clear,27.85,0
T4,38.23,63.75,1409,clear,38.73,0
T10,29.2,38.65,814,storm,77.3,0
T1,57.74,39.19,1208,storm,88.99,0
T9,21.92,57.6,1051,storm,69.82,0
T3,57.35,58.23,412,rain,15.01,0
T10,45.33,33.27,1194,rain,95.49,0
T1,67.09,33.87,1306,fog,93.52,1
T10,39.18,81.64,1230,storm,34.1,0
T1,29.36,44.44,1121,storm,78.77,0
T7,68.42,71.43,1017,fog,77.95,0
T1,25.0,89.71,1712,clear,97.24,1
T7,32.41,65.45,759,clear,56.16,0
T10,57.34,91.43,1500,rain,17.97,0
T7,59.13,23.49,868,clear,81.37,0
T6,45.5,99.74,890,clear,45.67,0
T9,29.73,99.89,1299,rain,20.35,0
T7,28.3,88.89,1146,rain,72.17,0
T3,38.07,69.54,1351,rain,67.8,0
T3,51.23,69.96,111,rain,99.27,0
T6,54.05,42.3,147,rain,83.47,0
T3,57.2,91.14,1547,storm,62.15,1
T2,34.41,25.2,1534,clear,96.16,0
T10,31.04,89.55,1330,storm,32.49,0
T3,70.26,35.84,1202,clear,50.28,0
T3,46.49,48.04,1155,rain,65.41,0
T1,60.83,54.72,838,rain,14.17,0
T3,28.65,94.65,1445,fog,56.81,0
T4,34.22,82.24,1089,clear,85.71,0
T10,68.8,29.66,314,clear,50.91,0
T6,43.45,36.49,1256,rain,16.02,0
T6,59.27,29.29,1762,clear,35.09,0
T2,65.93,64.05,677,storm,73.16,0
T1,72.29,26.13,1187,fog,20.02,0
T3,50.78,42.13,964,rain,21.44,0
T1,58.38,94.6,1072,fog,59.89,0
T6,24.47,40.25,720,fog,84.45,0
T8,22.51,37.76,1509,rain,38.19,0
T2,30.57,85.81,772,storm,28.48,0
T4,55.92,67.02,957,clear,47.18,0
T2,32.79,96.3,614,storm,34.58,0
T3,31.74,53.73,392,fog,70.69,0
T8,29.63,41.37,535,rain,59.36,0
T2,39.32,30.02,1001,storm,22.24,0
T6,40.07,98.1,1164,clear,11.84,0
T10,61.94,61.35,1674,storm,93.67,1
T6,74.46,73.35,234,clear,45.04,0
T8,49.35,35.39,281,rain,90.93,0
T9,24.43,41.79,113,clear,85.33,0
T5,62.54,56.99,1163,fog,99.95,1
T5,63.67,37.86,623,clear,10.52,0
T9,48.77,51.09,656,storm,68.92,0
T4,57.62,79.47,696,clear,60.19,0
T3,54.53,41.9,1256,rain,20.23,0
T8,38.53,26.32,1322,fog,55.19,0
T9,23.76,40.08,302,fog,88.65,0
T9,20.91,20.5,1344,clear,34.94,0
T10,54.49,88.49,1500,rain,95.33,0
T1,35.47,57.97,1226,fog,32.64,0
T5,70.72,76.5,1047,fog,28.62,0
T7,38.42,95.13,632,storm,91.11,1
T10,35.15,22.04,1228,storm,53.57,0
T7,58.43,76.32,1171,storm,79.75,0
T3,26.52,73.47,126,rain,88.51,0
T4,72.22,56.74,693,storm,21.59,0
T6,26.66,36.28,156,fog,74.47,0
T8,52.89,29.79,1485,rain,95.04,0
T4,29.64,44.58,1644,rain,96.44,1
T5,37.64,25.41,538,fog,32.31,0
T9,37.56,94.06,491,rain,99.47,1
T5,42.68,85.77,416,clear,22.65,0
T3,66.11,32.49,1130,rain,38.54,0
T5,57.18,41.63,1545,fog,78.38,0
T4,62.77,87.06,210,fog,44.55,0
T8,66.86,79.59,983,storm,54.23,0
T6,47.28,87.47,151,clear,29.53,0
T6,39.1,80.32,493,storm,27.23,0
T4,48.7,25.21,270,fog,20.44,0
T10,25.36,72.47,180,fog,39.71,0
T2,72.61,66.02,267,fog,98.46,0
T1,28.81,63.5,1469,fog,78.87,0
T5,28.95,77.24,445,fog,62.27,0
T4,51.31,29.58,1416,storm,49.49,0
T7,42.27,65.62,380,clear,41.08,0
T6,39.97,38.1,1793,rain,26.95,0
T2,53.31,79.83,831,clear,11.83,0
T7,34.78,38.17,1492,fog,98.31,0
T8,26.18,48.92,218,rain,84.03,0
T7,68.78,93.51,266,storm,85.12,1
T5,56.24,57.99,911,storm,66.13,0
T5,27.68,24.96,1571,clear,67.66,0
T7,21.93,83.29,851,fog,93.47,0
T6,53.02,84.33,578,storm,77.87,0
T5,67.27,71.07,740,clear,63.94,0
T10,54.05,33.61,291,storm,10.59,0
T9,21.25,70.19,1620,clear,42.31,0
T9,68.29,31.61,719,clear,44.53,0
T9,33.48,90.08,135,rain,60.36,0
T1,45.97,25.71,463,fog,95.98,0
T9,69.13,38.5,876,rain,60.65,0
T2,62.27,83.85,1511,clear,71.28,1
T7,28.6,57.86,1647,rain,26.07,0
T2,48.98,75.58,411,rain,97.38,0
T3,68.96,40.0,259,clear,72.15,0
T10,64.51,26.46,1764,clear,63.59,0
T8,21.62,37.88,808,storm,90.65,1
T7,73.0,42.3,116,fog,51.0,0
T10,70.72,20.84,281,clear,59.83,0
T4,26.73,34.17,264,clear,38.75,0
T1,48.32,56.42,1756,clear,69.76,0
T4,23.81,55.51,1501,storm,22.36,1
T6,37.62,57.86,1094,clear,49.83,0
T4,32.45,50.76,1249,fog,16.6,0
T9,27.82,22.17,430,fog,86.82,0
T2,46.27,63.33,999,rain,26.51,0
T5,53.09,55.78,1629,clear,55.66,0
T6,73.1,99.15,541,clear,85.87,0
T4,72.22,57.95,1154,fog,43.67,0
T9,42.03,27.89,1643,rain,76.54,0
T7,52.07,47.48,1411,rain,73.23,0
T3,30.34,38.25,1257,fog,50.83,0
T1,62.68,25.11,1539,storm,69.13,1
T1,68.44,23.56,712,rain,51.83,0
T10,20.53,86.82,1466,rain,62.36,0
T10,70.7,75.1,836,clear,38.27,0
T10,48.39,80.72,216,clear,12.16,0
T8,23.78,20.23,1403,fog,86.27,0
T5,48.28,34.99,1308,clear,84.14,0
T2,71.58,95.73,748,storm,98.28,1
T6,34.34,32.23,566,rain,25.15,0
T3,52.32,59.54,391,clear,31.09,0
T4,51.4,70.84,302,fog,25.78,0
T7,39.75,99.69,1570,rain,60.11,0
T6,54.85,39.57,938,rain,91.94,0
T3,29.76,79.37,1254,clear,49.36,0
T6,32.13,32.79,759,storm,98.59,1
T9,59.57,81.21,1383,rain,98.41,0
T10,60.76,69.35,711,clear,59.55,0
T3,56.58,68.82,424,clear,11.03,0
T1,35.04,85.04,1393,fog,49.51,0
T9,72.39,51.84,854,fog,58.4,0
T10,53.76,49.13,327,rain,63.13,0
T9,29.46,57.23,1220,fog,87.37,0
T5,48.37,29.47,536,storm,41.77,0
T1,29.15,60.25,235,storm,81.33,0
T8,45.96,93.08,1033,rain,63.74,0
T1,42.65,75.95,1174,rain,81.51,0
T2,44.0,32.84,1708,fog,59.95,0
T1,30.4,98.32,975,fog,56.62,0
T8,40.29,86.88,1322,rain,30.48,0
T1,24.24,35.73,1119,fog,78.34,0
T2,74.68,29.07,274,rain,20.14,0
T7,62.07,39.34,639,clear,58.01,0
T8,21.46,65.42,1089,clear,34.21,0
T10,45.08,80.36,1098,storm,56.67,0
T2,41.73,34.19,752,clear,41.21,0
T6,67.2,80.83,1624,storm,70.47,0
T3,60.65,34.68,1636,fog,21.8,1
T8,35.36,94.75,945,rain,45.46,0
T6,47.86,70.16,330,fog,94.23,0
T6,53.96,79.76,992,clear,74.0,0
T9,70.89,92.08,1512,rain,68.71,1
T4,21.91,27.67,1126,storm,12.15,0
T5,30.24,63.27,1356,clear,14.77,0
T4,25.62,92.36,650,fog,39.28,0
T4,26.64,41.37,1268,fog,84.92,0
T6,49.94,40.37,310,clear,65.93,0
T6,67.17,34.29,795,clear,38.28,0
T3,37.73,86.07,1483,storm,68.37,0
T8,72.63,44.77,410,clear,38.85,0
T5,21.89,54.63,754,storm,56.24,0
T8,27.47,48.01,424,storm,35.76,0
T1,39.02,62.07,658,storm,38.34,0
T7,33.6,42.4,1485,fog,97.59,0
T10,40.4,94.71,126,storm,58.42,0
T1,67.67,61.07,1701,rain,76.63,1
T3,25.07,46.7,796,clear,98.58,0
T3,41.1,60.98,1082,fog,67.66,0
T6,72.47,99.59,1100,fog,60.93,1
T10,39.18,73.28,784,storm,34.0,0
T7,73.0,74.61,335,clear,96.85,0
T10,71.92,42.33,1555,rain,24.76,0
T6,68.65,47.91,1188,storm,59.81,0
T3,72.64,48.4,1243,rain,46.16,0
T4,51.74,61.12,358,fog,42.78,0
T8,57.11,34.92,1206,rain,34.26,0
T9,67.45,22.4,894,storm,48.72,1
T8,74.76,80.91,757,fog,69.55,0
T4,40.31,26.08,469,rain,89.59,0
T6,69.8,36.08,374,fog,58.94,0
T4,23.94,63.78,1167,fog,45.17,0
T5,20.35,62.95,808,fog,73.83,0
T4,57.16,20.97,1766,clear,87.33,0
T6,54.38,33.16,694,storm,63.55,0
T5,63.47,63.19,221,clear,43.08,0
T7,60.09,55.86,1359,fog,76.53,0
T9,28.3,69.07,1113,rain,36.14,0
T5,32.89,66.91,862,rain,50.96,0
T4,55.32,86.51,599,clear,12.27,0
T3,30.66,72.08,693,storm,62.21,0
T3,55.7,50.05,758,clear,30.13,0
T7,32.24,87.73,537,storm,12.92,0
T4,56.32,23.14,454,storm,25.08,0
T4,31.24,64.9,154,storm,37.74,0
T5,64.24,95.51,123,fog,68.89,1
T1,66.12,79.54,1228,storm,85.93,0
T10,73.54,50.57,253,clear,56.76,0
T5,45.1,64.26,1033,fog,96.21,0
T3,58.25,53.31,1449,rain,74.5,0
T7,66.45,26.99,766,fog,86.98,0
T4,54.55,62.53,124,storm,82.67,0
T2,23.27,96.53,135,storm,18.61,0
T9,70.57,99.99,1655,storm,92.94,0
T10,34.19,88.97,1120,rain,27.5,0
T7,58.11,48.62,1650,rain,26.89,0
T8,36.79,32.93,1128,fog,45.33,0
T8,21.81,92.93,277,storm,12.87,0
T3,31.16,66.09,446,fog,44.47,0
T4,68.44,99.52,1120,clear,93.22,1
T6,71.23,31.91,419,storm,80.1,1
T8,69.67,24.55,416,storm,56.1,1
T2,48.59,85.64,1107,fog,66.02,0
T2,43.93,75.91,420,clear,49.01,0
T9,61.39,98.14,415,storm,89.91,0
T6,39.37,50.92,739,storm,95.1,1
T1,34.25,96.8,165,clear,39.03,0
T4,62.17,83.09,718,clear,81.1,0
T2,60.2,20.8,202,storm,95.75,0
T10,54.1,54.78,1104,fog,37.08,0
T2,65.35,42.53,1597,rain,97.74,1
T4,55.9,85.11,681,clear,55.28,0
T6,37.86,70.03,1084,storm,73.46,0
T5,63.05,50.07,722,fog,31.38,0
T1,53.2,39.53,995,fog,75.37,0
T9,43.59,73.8,322,fog,69.78,0
T9,49.85,43.19,1333,storm,34.77,0
T6,56.9,68.81,1636,fog,79.93,0
T8,64.98,37.33,1357,clear,81.62,0
T1,64.16,86.75,193,rain,71.55,0
T5,21.53,21.41,1049,clear,72.71,0
T10,67.67,57.71,1039,clear,95.64,1
T4,59.04,47.88,434,clear,16.52,0
T9,68.73,57.91,290,fog,93.87,0
T5,55.76,66.52,1157,fog,13.38,0
T6,71.37,38.92,723,fog,15.07,0
T4,68.18,55.54,1247,clear,54.64,0
T8,74.85,43.18,1149,rain,29.99,0
T6,46.82,47.18,702,fog,10.17,0
T4,35.28,55.85,715,fog,54.22,0
T4,74.74,45.86,584,fog,56.75,0
T4,29.14,81.89,896,clear,19.99,0
T7,22.75,46.41,156,fog,83.43,0
T1,39.03,84.32,951,storm,37.0,0
T10,25.6,77.8,1477,storm,86.42,0
T7,66.57,73.2,122,clear,70.31,0
T6,65.68,63.99,1071,fog,13.58,0
T10,50.82,41.08,408,clear,13.56,0
T2,43.92,52.28,1294,clear,11.31,0
T5,31.76,97.44,1009,storm,86.71,1
T9,67.31,70.44,894,clear,69.53,0
T6,28.37,22.68,281,rain,53.44,0
T4,69.05,65.0,214,clear,75.46,0
T1,69.91,35.88,529,clear,24.51,0
T3,21.38,78.27,916,storm,99.43,1
T6,64.93,61.3,503,clear,46.08,0
T5,20.38,35.68,658,fog,91.28,0
T7,24.01,40.99,1622,rain,98.8,1
T3,51.39,46.68,802,fog,51.18,0
T1,28.38,90.86,1312,rain,43.46,0
T4,56.22,62.06,1320,clear,82.46,0
T6,74.75,97.11,1179,storm,16.96,1
T6,50.74,95.56,1633,fog,36.31,1
T3,23.89,81.7,266,rain,72.02,0
T6,26.09,67.72,1589,clear,24.49,0
T9,72.9,36.72,755,storm,30.26,1
T9,20.43,66.76,1077,clear,49.45,0
T2,21.15,56.85,1588,rain,36.77,0
T9,42.46,42.24,485,storm,25.14,0
T4,41.06,63.81,1071,clear,61.65,0
T2,28.58,80.46,1140,rain,95.18,0
T4,48.94,46.87,651,fog,25.63,0
T10,63.26,30.85,1538,clear,86.14,0
T3,36.97,44.18,1723,storm,45.01,1
T8,67.82,58.21,1218,fog,20.47,0
T7,22.91,22.07,382,storm,61.61,0
T9,65.9,49.71,1629,clear,37.11,0
T5,47.18,81.51,1290,storm,95.14,1
T6,55.91,79.94,1796,storm,19.64,1
T8,61.07,42.48,239,fog,95.27,1
T5,49.5,60.42,1226,clear,62.51,0
T8,62.63,76.23,654,clear,45.87,0
T7,38.19,42.47,1324,fog,18.06,0
