latency_ms,packet_loss_pct,availability_pct,energy_usage_pct,resource_utilization_pct,network_health_score,overall_health_index,health_category
30.89,0.26,90.75,53.45,57.79,53.43,44.605000000000004,Warning
6.34,4.93,94.42,61.14,51.92,51.68,42.379,Warning
42.97,4.03,95.64,22.41,64.17,39.91,47.153,Warning
10.71,2.49,93.63,31.19,39.83,63.26,38.08,Critical
5.12,1.44,92.26,49.83,99.54,64.29,44.071000000000005,Warning
11.02,4.83,97.28,20.39,36.56,59.95,38.532,Critical
57.16,0.26,94.81,94.47,29.91,43.09,52.391000000000005,Warning
11.74,2.79,93.61,51.97,24.58,59.78,38.923,Critical
25.84,0.96,90.04,69.19,85.28,48.59,47.915,Warning
7.05,3.14,97.37,52.0,65.96,66.31,43.358999999999995,Warning
34.31,2.82,98.97,84.7,73.29,51.11,53.198,Warning
43.97,2.34,91.32,56.43,60.27,35.89,48.562,Warning
45.38,0.29,98.41,30.4,74.32,61.38,49.157999999999994,Warning
53.29,1.91,90.84,62.79,69.91,30.4,51.753,Warning
42.84,4.68,92.15,93.74,62.32,22.7,53.223000000000006,Warning
9.33,2.91,98.15,35.16,29.9,71.12,38.69,Critical
20.8,2.42,97.15,80.07,22.18,60.59,44.256,Warning
56.11,0.93,96.65,81.53,96.76,42.02,58.325,Warning
36.82,1.15,96.97,32.77,63.57,59.61,46.434,Warning
47.01,4.97,93.6,77.99,75.66,22.55,54.338,Warning
17.71,4.49,91.44,78.76,49.05,39.47,45.102000000000004,Warning
26.55,4.71,91.34,79.63,24.42,34.04,44.53,Warning
31.6,0.7,98.07,25.59,28.26,69.72,41.33599999999999,Warning
16.94,4.32,92.83,42.98,62.37,46.49,43.068000000000005,Warning
45.67,1.86,94.86,69.3,54.69,43.37,50.549,Warning
34.68,4.3,94.15,65.79,76.09,35.63,50.659000000000006,Warning
50.05,0.93,99.94,61.23,65.02,55.83,52.896,Warning
12.21,1.36,97.97,27.39,95.96,74.28,44.57599999999999,Warning
5.92,3.99,96.34,40.44,87.85,60.75,44.111999999999995,Warning
45.71,0.34,98.52,26.99,88.7,60.77,50.369,Warning
13.77,2.11,91.41,48.76,31.81,57.57,38.867,Critical
55.4,0.8,92.88,76.72,37.9,38.93,50.645999999999994,Warning
31.51,2.57,92.89,73.92,76.26,42.84,49.958,Warning
30.08,0.18,98.49,38.85,38.27,72.26,43.32899999999999,Warning
27.36,3.4,93.7,80.44,23.27,44.79,44.973,Warning
42.34,0.54,96.14,39.82,49.43,57.72,46.397,Warning
26.14,2.95,96.88,26.66,75.03,56.9,45.346000000000004,Warning
15.88,4.7,97.08,38.6,26.41,55.93,40.211,Warning
20.54,2.58,95.38,74.38,80.46,54.06,48.98,Warning
32.83,0.24,94.52,28.85,74.49,61.51,45.327999999999996,Warning
13.55,1.3,97.23,25.83,30.95,75.72,37.946999999999996,Critical
27.75,1.34,99.89,47.04,42.97,69.6,44.919999999999995,Warning
26.11,0.31,94.89,42.85,57.57,65.41,43.82399999999999,Warning
30.18,4.56,97.27,70.02,24.21,45.43,46.007999999999996,Warning
30.58,3.23,96.9,53.6,41.56,51.87,45.671,Warning
53.14,0.82,92.41,90.09,72.81,36.17,54.887,Warning
16.84,2.17,90.73,72.6,34.42,51.52,41.94,Warning
15.89,0.39,94.29,29.96,54.68,71.35,40.04600000000001,Warning
50.44,3.48,97.06,29.56,74.59,39.8,50.665000000000006,Warning
8.47,3.27,97.7,72.14,52.89,64.11,44.488,Warning
48.99,4.41,97.07,86.74,62.04,30.92,55.12,Warning
55.42,0.6,95.92,50.64,98.18,45.6,54.922,Warning
55.2,2.59,96.25,55.83,91.93,36.23,55.468,Warning
56.28,3.11,95.67,91.15,61.3,29.83,56.135000000000005,Warning
35.76,1.07,97.23,67.78,56.35,58.08,49.055,Warning
14.86,4.09,97.95,84.64,68.7,54.62,48.91799999999999,Warning
8.28,0.68,94.26,34.76,91.14,72.14,42.72800000000001,Warning
10.07,2.89,92.84,21.84,89.81,58.51,41.898,Warning
26.6,3.95,94.89,56.84,43.78,46.22,45.034000000000006,Warning
6.51,2.59,94.61,64.42,58.49,63.0,42.753,Warning
50.18,1.18,95.06,25.04,25.78,50.32,43.99,Warning
29.48,4.14,92.71,29.24,30.68,42.6,40.943,Warning
59.2,4.98,92.24,48.11,96.22,14.44,55.439,Warning
56.95,3.77,96.14,46.84,40.84,32.54,50.131,Warning
6.66,2.66,95.25,77.65,93.1,60.77,47.78,Warning
45.46,0.66,93.69,47.92,41.15,49.93,46.304,Warning
36.37,3.22,94.24,79.14,32.52,41.01,47.678000000000004,Warning
6.93,3.3,99.09,40.8,66.22,70.12,42.805,Warning
50.24,2.18,95.24,81.61,75.56,37.48,54.991,Warning
9.1,4.22,91.35,92.27,73.85,43.21,47.102999999999994,Warning
27.69,3.63,92.8,43.6,95.31,41.71,48.358,Warning
13.67,3.72,91.8,68.39,38.08,48.03,42.037,Warning
34.62,3.74,93.95,48.88,27.83,42.17,43.901999999999994,Warning
52.6,4.93,94.03,26.65,24.97,27.96,45.37,Warning
40.43,1.8,92.43,41.39,87.36,43.12,49.230000000000004,Warning
26.05,2.11,91.82,73.88,82.22,45.99,48.998999999999995,Warning
32.04,3.64,93.77,68.31,48.98,40.82,47.36,Warning
25.02,2.84,93.3,52.13,74.15,48.45,46.474,Warning
40.38,4.63,99.27,45.73,43.39,44.43,48.157999999999994,Warning
49.1,3.86,94.29,92.08,73.78,26.92,55.851,Warning
28.27,4.74,92.2,75.36,57.37,33.31,48.009,Warning
50.04,2.52,94.68,66.15,66.08,36.79,52.391000000000005,Warning
40.27,4.11,95.77,64.46,86.74,36.05,53.138,Warning
33.08,3.87,99.12,87.02,93.66,45.66,55.580999999999996,Warning
45.89,1.71,94.0,53.93,67.68,43.14,50.052,Warning
37.71,2.65,95.52,84.25,53.25,44.06,50.742999999999995,Warning
57.81,1.68,92.43,75.94,78.65,30.23,55.254000000000005,Warning
12.18,3.63,90.57,69.69,90.69,44.19,46.733999999999995,Warning
12.55,1.45,97.03,44.62,60.46,71.82,42.562000000000005,Warning
39.77,1.08,92.15,87.61,67.03,42.93,51.38700000000001,Warning
37.01,4.32,96.74,81.4,41.11,39.47,49.971,Warning
42.89,0.38,93.66,71.51,93.03,47.87,53.244,Warning
50.03,0.51,93.83,33.06,67.25,48.4,48.339,Warning
53.43,2.94,90.35,85.74,89.59,20.88,56.205999999999996,Warning
12.22,4.61,90.92,43.34,66.06,43.81,42.043000000000006,Warning
17.8,1.85,97.0,42.2,42.04,67.75,41.638999999999996,Warning
55.0,4.12,92.53,89.3,73.07,18.86,56.232000000000006,Warning
58.52,0.18,98.17,35.44,58.21,53.89,50.574,Warning
21.22,0.89,97.96,49.0,20.89,72.81,40.888,Warning
30.11,1.86,98.03,58.34,37.72,60.99,45.595,Warning
36.76,4.74,94.84,69.23,33.58,35.31,47.507,Warning
48.76,3.63,97.09,82.0,26.22,37.25,50.790000000000006,Warning
15.29,3.96,98.98,76.03,57.32,58.5,47.275,Warning
52.76,4.1,93.77,94.93,44.73,23.65,53.879,Warning
6.16,3.64,94.37,26.93,80.26,60.13,41.354000000000006,Warning
26.8,3.85,96.09,92.86,56.9,44.72,50.318,Warning
10.99,0.03,93.54,56.8,97.03,69.79,45.652,Warning
50.65,3.79,94.71,46.3,41.08,33.41,48.418,Warning
20.58,4.64,93.3,40.3,95.48,42.27,47.076,Warning
37.68,4.95,98.78,92.9,89.83,36.41,56.928,Warning
21.83,4.73,95.89,90.75,83.41,41.78,51.968,Warning
55.27,4.97,92.51,64.21,25.85,19.29,49.304,Warning
30.59,3.59,97.66,68.83,93.43,47.48,52.719,Warning
59.25,1.71,91.88,73.12,88.75,27.93,56.114000000000004,Warning
30.3,1.93,95.45,75.29,65.28,52.27,49.331,Warning
25.41,3.11,97.28,30.71,51.42,58.11,43.412,Warning
12.56,1.1,94.11,35.09,74.74,67.95,42.05800000000001,Warning
27.1,3.73,96.89,83.29,74.25,46.85,51.36,Warning
9.97,0.96,98.21,81.5,79.98,73.47,47.893,Warning
57.48,1.62,93.11,73.57,78.66,32.35,55.138,Warning
27.43,2.38,97.73,30.03,94.09,59.41,47.931,Warning
41.93,1.04,91.83,52.63,32.85,46.39,44.795,Warning
55.01,0.98,97.24,54.28,83.59,46.94,54.255,Warning
53.37,4.63,95.04,23.16,29.83,31.09,45.874,Warning
35.72,1.68,98.76,27.2,46.69,62.64,44.66499999999999,Warning
56.45,0.62,95.68,81.7,72.9,42.59,55.64,Warning
26.77,0.59,90.09,31.29,48.03,55.61,40.489999999999995,Warning
35.48,0.58,97.69,67.38,61.64,61.35,49.479,Warning
43.65,1.15,93.15,43.16,63.56,46.86,47.69200000000001,Warning
38.62,4.15,90.64,64.75,32.25,29.27,45.861000000000004,Warning
55.73,1.75,91.42,26.03,94.42,33.31,51.142,Warning
34.33,4.04,99.45,25.38,57.66,52.66,46.21699999999999,Warning
16.64,3.75,90.26,28.55,32.67,47.31,37.653,Critical
42.62,2.81,94.4,57.96,97.57,38.52,53.239999999999995,Warning
58.14,3.8,94.5,72.45,81.96,23.79,56.559,Warning
54.3,4.49,96.69,33.0,69.21,31.61,51.434999999999995,Warning
11.2,3.72,96.36,32.09,99.24,59.23,45.397,Warning
18.51,2.55,99.04,26.53,32.99,69.94,40.131,Warning
43.83,0.33,90.55,36.64,62.91,46.36,45.985,Warning
29.89,4.18,98.79,21.76,40.91,54.5,43.136,Warning
7.77,1.09,91.08,45.86,93.66,62.76,43.157,Warning
10.95,0.3,99.72,76.98,55.93,80.88,45.486999999999995,Warning
46.61,1.03,96.65,38.38,86.76,52.02,51.14000000000001,Warning
47.95,2.93,93.08,47.89,53.97,35.23,48.579,Warning
20.46,1.29,94.45,43.53,68.61,62.42,44.028000000000006,Warning
39.26,4.25,96.36,57.04,25.8,40.92,46.318999999999996,Warning
35.75,3.41,91.09,34.73,53.88,37.51,44.361,Warning
16.34,3.99,97.74,82.98,66.17,54.11,48.702,Warning
49.27,1.22,98.58,28.93,62.45,55.46,48.932,Warning
59.86,3.84,93.07,24.91,39.0,26.6,47.43599999999999,Warning
14.81,1.08,96.34,94.68,31.89,67.34,44.845000000000006,Warning
5.46,1.75,98.42,69.67,97.41,72.98,47.851,Warning
36.23,4.31,95.9,28.89,26.82,44.27,42.88,Warning
46.52,0.88,90.58,53.16,94.35,38.82,51.493,Warning
56.17,4.55,93.4,86.48,98.37,16.76,59.104000000000006,Warning
17.2,2.45,95.92,59.86,24.52,62.06,41.388999999999996,Warning
6.14,4.78,97.97,52.15,61.07,60.09,43.375,Warning
25.84,3.38,97.9,23.62,62.07,57.95,44.121,Warning
27.1,0.89,95.58,56.48,25.57,63.53,42.566,Warning
44.01,1.65,93.31,26.84,60.11,46.3,45.985,Warning
34.51,0.16,91.35,61.44,43.37,52.85,44.836,Warning
30.15,4.75,90.13,26.05,99.69,30.81,47.068000000000005,Warning
16.72,4.24,99.8,68.65,47.37,59.14,46.158,Warning
7.72,0.42,94.68,27.04,39.32,77.95,36.71,Critical
6.39,0.67,95.06,31.69,86.42,75.45,41.808,Warning
16.05,2.87,92.05,61.09,59.68,51.02,43.763000000000005,Warning
14.55,4.1,97.57,48.96,81.12,56.97,46.419,Warning
33.06,1.04,94.14,78.37,52.4,52.8,48.24300000000001,Warning
19.86,1.65,94.59,28.31,67.16,62.83,42.391000000000005,Warning
15.14,1.86,99.83,39.57,45.62,75.05,42.053999999999995,Warning
32.94,0.74,91.45,93.41,20.82,49.04,45.668,Warning
52.75,3.91,97.89,22.36,62.74,39.2,49.599999999999994,Warning
12.12,2.49,90.51,60.29,27.9,53.9,39.143,Critical
32.17,3.51,93.58,65.33,27.82,42.41,44.876000000000005,Warning
31.91,4.83,92.92,39.62,69.94,35.09,46.663,Warning
57.79,0.86,92.02,32.53,44.83,39.56,47.157999999999994,Warning
28.79,3.14,96.2,66.75,46.09,50.44,46.844,Warning
41.3,1.3,95.13,37.37,46.49,52.93,45.575,Warning
38.98,2.07,93.97,22.02,48.02,49.61,43.611999999999995,Warning
39.91,2.86,98.07,81.08,20.11,48.79,48.38,Warning
35.82,3.97,96.01,32.13,30.92,45.93,43.463,Warning
57.71,2.31,95.59,34.24,54.23,38.88,49.759,Warning
39.63,1.58,96.71,79.58,41.06,51.72,49.477,Warning
15.6,0.14,94.41,22.57,86.55,72.17,42.397,Warning
17.64,4.04,92.97,35.94,65.24,48.31,42.749,Warning
23.58,2.7,92.88,63.52,35.9,49.95,43.33200000000001,Warning
35.79,2.54,93.44,49.25,88.29,43.37,49.705999999999996,Warning
37.19,1.49,90.64,30.43,63.17,45.34,44.437,Warning
34.98,2.02,96.58,33.58,42.09,56.64,44.142999999999994,Warning
17.91,0.27,91.22,90.64,98.36,56.37,49.929,Warning
59.29,4.2,97.6,46.76,91.81,29.35,56.254999999999995,Warning
20.57,3.2,90.67,90.26,47.8,41.55,46.081,Warning
31.35,0.48,90.6,36.98,52.53,53.64,42.544999999999995,Warning
8.1,1.49,91.83,66.21,30.76,63.2,39.313,Critical
22.37,0.75,97.1,70.46,51.23,67.44,45.99799999999999,Warning
22.2,4.43,92.28,90.15,63.88,36.91,48.856,Warning
7.22,3.09,92.64,70.81,51.84,55.83,42.428,Warning
40.97,4.17,91.95,86.83,22.06,28.67,47.919000000000004,Warning
22.56,1.96,93.68,39.89,69.93,56.56,44.186,Warning
56.18,3.74,93.06,34.81,70.47,26.71,50.804,Warning
57.2,3.53,91.49,57.01,62.85,22.18,51.932,Warning
6.3,0.11,92.87,81.69,77.14,69.39,45.037,Warning
30.36,2.55,98.34,87.92,97.22,52.04,54.853,Warning
21.82,2.83,91.1,24.57,82.65,48.38,43.265,Warning
28.5,1.48,94.63,76.85,76.85,53.21,49.903000000000006,Warning
41.47,1.43,97.29,55.45,73.66,53.32,50.821000000000005,Warning
27.08,2.25,97.55,63.93,50.39,58.69,46.788,Warning
39.29,0.43,95.34,56.69,43.7,57.09,46.62799999999999,Warning
13.03,1.54,96.31,56.47,40.74,69.43,41.681999999999995,Warning
55.56,0.28,90.56,33.2,79.86,39.06,49.67,Warning
9.01,1.2,99.57,44.09,45.04,81.1,40.94599999999999,Warning
6.95,4.58,96.02,20.4,83.31,58.76,41.941,Warning
28.24,4.4,93.91,80.99,52.97,38.14,48.53699999999999,Warning
50.44,0.53,95.9,57.49,20.74,52.07,46.84,Warning
51.0,2.78,92.31,65.31,30.57,32.08,48.315000000000005,Warning
18.8,0.7,91.27,32.07,62.66,61.43,40.82399999999999,Warning
24.25,3.4,95.58,21.91,96.02,52.63,46.337,Warning
59.74,4.43,98.16,69.38,38.11,29.49,53.474,Warning
8.77,3.3,91.78,89.51,99.28,47.87,49.157,Warning
52.36,4.97,95.33,64.4,51.53,25.38,52.154999999999994,Warning
45.95,3.29,97.62,76.69,70.45,40.05,54.17700000000001,Warning
35.84,3.88,90.12,45.07,45.72,32.52,44.447,Warning
13.47,2.49,90.22,37.5,39.09,54.2,38.166,Critical
29.43,3.23,90.88,66.67,50.24,38.78,45.81,Warning
21.72,0.37,92.13,31.42,47.9,63.83,40.026,Warning
47.38,2.27,94.81,27.13,20.4,46.1,43.353,Warning
36.46,0.12,90.28,72.74,46.05,48.52,46.291,Warning
42.35,1.17,92.88,75.94,55.51,44.15,49.830000000000005,Warning
41.53,2.17,92.15,89.3,26.41,38.26,48.173,Warning
49.75,1.57,92.35,58.12,96.45,36.37,53.583,Warning
44.02,1.35,96.88,88.68,73.84,48.03,54.525,Warning
12.0,1.94,95.28,26.63,49.67,68.51,39.196,Critical
20.7,4.73,97.54,63.43,22.16,51.54,43.38,Warning
11.48,4.12,94.88,54.34,29.04,55.37,40.334,Warning
53.46,2.52,95.88,22.41,26.79,43.47,45.132000000000005,Warning
57.77,0.56,91.39,53.04,87.5,35.61,53.193,Warning
24.55,3.94,99.91,91.69,40.49,54.18,49.282999999999994,Warning
41.94,0.3,98.09,49.6,92.79,59.9,52.144000000000005,Warning
46.54,2.27,93.76,41.73,59.62,41.11,48.251999999999995,Warning
13.15,0.46,98.41,23.06,86.86,79.99,43.282999999999994,Warning
18.03,4.82,91.69,45.92,73.37,40.21,44.488,Warning
42.77,0.38,90.88,86.58,29.06,44.09,47.496,Warning
53.32,0.09,98.45,52.04,56.08,56.43,51.038,Warning
14.73,3.07,91.12,21.72,51.1,53.32,38.485,Critical
16.77,3.36,90.37,70.16,64.19,43.67,44.908,Warning
38.82,2.79,97.23,73.49,57.4,46.99,50.859,Warning
9.24,1.84,90.8,58.86,21.87,59.87,37.713,Critical
37.39,3.55,96.0,68.01,29.3,43.54,47.074,Warning
14.41,0.98,93.06,67.79,32.13,64.17,41.086000000000006,Warning
56.25,4.2,99.4,80.73,62.28,32.86,56.631,Warning
45.4,0.84,99.68,89.76,63.65,55.75,54.577000000000005,Warning
56.55,1.63,91.51,71.89,24.54,32.51,48.895,Warning
35.54,0.03,93.53,60.21,49.79,57.07,46.176,Warning
22.38,0.13,99.76,47.31,66.73,77.4,45.847,Warning
21.06,1.9,94.83,86.14,57.34,56.02,47.579,Warning
58.48,1.55,92.49,43.84,95.14,33.0,53.806,Warning
42.0,2.55,94.64,39.16,31.95,45.8,44.668,Warning
25.28,2.85,97.76,30.83,20.36,62.01,40.358000000000004,Warning
34.5,2.86,92.33,89.59,53.91,37.97,49.807,Warning
24.66,3.53,99.4,37.36,63.71,59.42,45.918,Warning
39.6,2.96,99.92,59.9,50.52,52.78,49.826,Warning
58.48,2.53,95.2,80.25,25.44,33.38,51.584,Warning
44.91,4.56,95.24,87.04,87.75,27.65,56.400999999999996,Warning
32.75,3.71,97.1,21.03,97.03,49.02,48.599,Warning
8.55,1.99,95.72,34.49,41.54,70.84,38.62599999999999,Critical
16.16,0.57,98.44,30.77,45.03,79.02,40.51499999999999,Warning
45.27,2.34,92.09,65.01,32.94,37.17,47.178,Warning
31.98,2.9,93.49,92.11,83.97,39.89,52.92099999999999,Warning
51.75,3.1,94.89,76.31,86.4,31.28,56.018,Warning
45.49,0.12,94.51,77.2,48.39,50.98,50.046,Warning
8.74,0.76,95.79,85.43,71.54,70.41,46.410000000000004,Warning
21.62,3.74,95.62,64.29,84.62,48.93,49.023,Warning
22.68,1.7,91.5,78.49,65.73,49.73,46.918,Warning
49.98,0.37,93.05,40.33,97.38,45.37,51.793,Warning
18.68,0.29,97.64,67.5,93.96,71.18,49.260999999999996,Warning
17.66,3.7,98.01,72.25,34.36,57.99,44.706,Warning
19.19,1.7,93.62,22.13,79.68,61.04,42.61500000000001,Warning
18.15,0.38,91.33,89.74,21.26,59.85,42.242999999999995,Warning
16.03,2.07,93.46,62.64,33.73,59.02,41.501999999999995,Warning
34.55,0.01,99.66,46.54,65.06,70.61,47.97099999999999,Warning
29.22,0.69,92.12,77.97,20.88,54.42,43.571999999999996,Warning
41.24,4.01,96.22,90.37,55.19,35.87,52.873,Warning
15.84,4.42,94.8,33.91,73.45,50.93,43.669999999999995,Warning
29.69,2.59,93.56,42.33,76.67,48.26,46.683,Warning
51.34,4.5,94.51,92.37,37.79,24.62,52.98700000000001,Warning
45.59,2.04,95.97,83.86,64.72,42.74,53.379000000000005,Warning
22.79,0.53,95.49,90.45,91.05,61.07,51.513999999999996,Warning
19.18,2.41,94.44,56.95,63.88,56.45,44.974,Warning
52.21,3.5,97.53,85.87,64.34,34.43,55.772000000000006,Warning
35.97,3.92,92.47,60.34,45.11,35.48,46.656,Warning
20.11,2.56,98.3,37.8,44.37,65.72,42.497,Warning
31.48,0.98,95.5,62.94,73.5,57.26,48.88399999999999,Warning
45.26,4.05,93.01,68.03,43.58,29.64,49.330999999999996,Warning
35.62,1.06,93.69,20.7,63.2,55.46,43.939,Warning
55.93,3.24,94.27,65.77,76.74,28.38,54.69,Warning
35.28,1.76,97.43,37.98,55.1,58.35,46.121,Warning
8.02,3.48,90.78,43.42,55.13,52.24,39.736999999999995,Critical
33.32,3.94,91.09,46.93,71.32,34.23,46.998,Warning
33.24,0.13,98.18,71.36,56.03,65.83,48.88,Warning
16.07,3.14,95.41,24.53,97.88,58.12,45.019999999999996,Warning
27.78,1.55,98.97,41.52,51.06,66.85,44.970000000000006,Warning
58.82,0.45,92.29,24.41,99.38,39.66,51.965,Warning
42.0,4.88,95.49,33.84,54.69,35.26,47.364,Warning
55.37,4.11,94.8,51.95,28.84,29.17,48.826,Warning
6.33,1.7,95.05,62.52,84.12,67.36,44.955,Warning
24.46,3.74,99.87,41.99,93.78,57.46,49.552,Warning
56.0,3.29,92.46,61.69,40.3,26.69,50.123999999999995,Warning
32.61,1.65,99.66,71.31,23.81,63.19,46.427,Warning
58.07,1.02,93.83,32.7,42.95,42.27,47.634,Warning
57.63,3.24,98.98,33.69,80.13,39.8,53.574,Warning
53.02,0.13,99.9,63.25,32.45,59.4,50.183,Warning
52.27,0.42,93.39,72.07,53.23,43.46,51.127,Warning
31.78,4.71,92.65,54.93,56.06,34.41,46.663000000000004,Warning
56.63,3.18,99.85,73.03,62.84,39.35,55.821999999999996,Warning
34.1,3.85,91.73,32.75,83.04,36.33,47.073,Warning
36.76,3.91,94.76,83.49,32.26,37.94,48.528000000000006,Warning
54.29,1.95,95.89,33.14,51.94,43.54,48.718,Warning
57.56,0.38,98.61,47.54,72.8,52.4,53.243,Warning
42.83,0.98,98.24,33.17,82.53,58.45,49.902,Warning
36.69,1.36,94.72,80.45,81.45,48.5,52.352000000000004,Warning
11.67,4.58,99.41,24.93,56.27,63.6,41.651,Warning
46.07,1.54,92.94,29.4,73.88,43.92,47.885999999999996,Warning
11.92,0.31,94.42,89.18,88.21,66.83,48.542,Warning
43.26,1.14,96.11,81.75,91.44,47.84,55.145999999999994,Warning
17.72,4.39,90.33,70.29,87.3,36.7,47.71900000000001,Warning
35.11,4.83,90.92,87.63,93.54,23.16,53.864,Warning
18.17,2.81,96.72,21.32,27.84,64.95,38.40899999999999,Critical
58.69,3.67,98.69,51.67,87.04,34.29,56.317,Warning
22.81,2.89,97.18,31.97,68.14,59.6,44.594,Warning
54.14,0.99,95.44,27.57,67.31,47.34,49.245,Warning
41.61,2.4,97.24,91.02,69.84,44.91,54.300000000000004,Warning
28.35,4.16,91.89,39.22,81.64,37.95,46.571,Warning
6.95,3.65,98.75,22.82,99.21,67.84,44.312999999999995,Warning
43.48,1.92,98.4,79.17,52.36,50.57,51.94500000000001,Warning
37.3,1.77,93.12,53.13,53.22,47.05,46.562000000000005,Warning
18.5,2.0,90.64,45.49,81.0,51.6,44.141000000000005,Warning
8.07,0.56,96.8,40.92,97.04,77.0,44.618,Warning
13.06,4.89,93.33,73.71,81.24,42.92,47.573,Warning
24.54,1.87,95.27,56.05,29.85,59.39,42.64,Warning
14.61,2.8,99.21,67.69,81.06,64.82,48.4,Warning
50.56,2.72,93.57,68.85,99.01,31.34,55.785000000000004,Warning
41.3,0.9,95.05,78.76,35.85,51.13,48.50599999999999,Warning
55.0,0.43,94.97,84.5,81.53,42.28,56.223,Warning
31.1,3.2,94.13,28.63,61.01,47.7,44.382999999999996,Warning
40.28,0.57,99.97,83.06,20.46,63.6,48.57,Warning
13.54,3.51,90.4,35.72,68.49,48.1,41.30200000000001,Warning
19.1,4.25,99.16,30.52,26.67,61.23,40.562,Warning
16.0,4.16,91.5,39.91,70.99,45.06,42.988,Warning
12.93,3.73,96.79,49.39,84.7,57.99,46.150999999999996,Warning
55.41,0.38,90.94,78.03,33.5,37.24,49.63100000000001,Warning
15.89,4.9,92.86,80.67,90.9,39.06,49.663000000000004,Warning
35.17,1.29,91.51,25.86,70.19,49.38,44.479,Warning
31.71,2.47,90.95,25.63,47.15,45.6,41.646,Warning
19.06,3.0,98.42,69.14,38.75,61.53,45.027,Warning
13.65,1.68,90.24,80.34,54.63,53.11,43.803000000000004,Warning
25.81,2.04,98.82,43.83,34.54,65.83,43.257,Warning
53.8,2.88,99.88,25.83,94.97,45.74,53.668,Warning
43.21,2.05,93.38,60.91,43.03,42.33,47.665,Warning
12.74,0.58,99.7,33.53,61.85,82.39,42.17,Warning
18.35,0.51,97.32,61.47,91.43,70.34,48.309,Warning
58.97,1.27,90.13,64.28,43.91,29.91,50.032999999999994,Warning
7.53,3.22,92.43,71.79,26.02,55.77,39.982,Critical
53.93,4.26,98.22,53.34,65.48,34.16,53.412000000000006,Warning
59.09,1.59,92.1,67.69,47.71,31.66,51.464999999999996,Warning
57.44,3.44,94.17,22.65,70.26,30.91,50.062000000000005,Warning
39.53,3.71,98.4,62.21,21.03,47.26,46.86300000000001,Warning
57.12,3.75,98.8,82.67,93.45,31.64,59.800999999999995,Warning
13.35,2.43,99.91,30.99,40.28,74.54,40.499,Warning
56.67,0.33,96.23,52.53,92.83,46.93,54.838,Warning
54.61,2.49,98.9,86.07,24.87,42.73,52.433,Warning
51.01,3.46,95.21,86.98,27.24,32.47,51.224999999999994,Warning
16.16,1.22,93.74,44.93,53.16,64.53,41.528999999999996,Warning
34.81,2.41,99.18,34.37,20.64,60.96,42.94,Warning
5.25,4.42,90.26,61.12,39.82,47.15,39.548,Critical
33.81,2.96,96.34,31.66,20.9,53.39,41.80800000000001,Warning
9.58,1.63,93.81,86.57,34.34,63.35,42.638999999999996,Warning
9.42,4.81,94.86,78.27,77.37,48.34,47.349,Warning
18.87,2.07,92.6,39.74,43.14,57.37,40.463,Warning
19.0,4.45,97.78,61.3,63.24,52.6,46.923,Warning
36.25,4.21,93.2,51.25,45.69,36.17,46.167,Warning
23.13,2.77,95.11,24.96,31.83,58.4,39.669,Critical
5.11,1.21,97.66,65.04,50.53,77.19,42.239999999999995,Warning
33.37,2.61,93.14,57.08,58.34,44.55,46.941,Warning
52.71,4.44,96.21,84.72,23.78,28.94,51.586999999999996,Warning
49.05,1.74,99.84,73.25,93.56,49.53,56.965,Warning
57.66,2.03,96.25,21.83,27.68,44.2,45.967,Warning
31.22,4.8,98.49,72.23,28.57,45.58,47.31099999999999,Warning
9.38,4.0,93.21,64.64,95.65,49.54,47.068,Warning
43.74,3.92,90.69,78.69,21.58,26.6,47.158,Warning
52.61,3.73,97.64,90.63,60.81,32.95,56.077000000000005,Warning
8.39,1.72,93.99,30.43,90.42,66.8,42.476,Warning
52.86,4.96,97.59,91.44,47.65,27.16,55.246,Warning
24.89,0.98,92.64,92.23,25.07,54.95,44.794,Warning
19.1,0.81,92.31,40.59,47.46,62.67,40.561,Warning
8.97,0.98,98.1,67.32,39.91,77.21,42.241,Warning
31.28,3.95,92.28,44.78,28.05,40.16,42.408,Warning
12.34,4.03,98.67,57.48,72.52,60.41,46.278,Warning
39.5,1.01,91.57,21.36,70.39,48.74,44.849000000000004,Warning
18.46,2.96,92.7,53.69,90.98,49.63,46.857,Warning
34.95,1.22,98.69,49.67,24.42,64.14,44.372,Warning
20.64,3.72,94.86,62.16,20.12,51.51,41.93,Warning
58.07,2.63,94.33,82.85,89.97,27.89,57.983999999999995,Warning
38.87,4.88,94.04,77.45,30.41,31.07,48.236000000000004,Warning
12.01,3.87,93.21,26.58,80.39,53.19,42.223,Warning
30.23,2.07,93.44,89.0,48.12,47.09,48.410999999999994,Warning
21.27,3.72,99.76,25.51,39.69,63.64,41.818000000000005,Warning
38.08,2.26,99.47,69.37,46.4,55.55,49.712,Warning
17.31,0.58,99.34,88.48,58.4,73.61,48.126000000000005,Warning
54.49,1.68,96.74,38.74,33.59,46.84,47.657000000000004,Warning
42.91,2.66,97.68,30.64,22.77,52.09,44.025,Warning
50.65,3.79,98.99,24.53,95.87,41.4,53.004000000000005,Warning
36.39,4.46,91.15,38.66,93.35,29.6,49.162,Warning
19.27,4.69,94.35,55.84,63.49,44.93,45.498999999999995,Warning
38.54,3.89,94.67,88.97,81.03,33.83,54.275999999999996,Warning
47.79,0.08,95.31,38.01,37.88,55.86,45.763999999999996,Warning
