timestamp,tower_id,video_users,voice_users,iot_devices,gaming_users,emergency_users
2026-01-02 20:20:00,T5,700,91,813,118,18
2026-01-02 20:25:00,T4,460,37,684,231,2
2026-01-02 20:30:00,T2,68,173,85,124,6
2026-01-02 20:35:00,T9,609,233,1124,21,13
2026-01-02 20:40:00,T7,594,287,781,208,0
2026-01-02 20:45:00,T10,654,38,153,244,19
2026-01-02 20:50:00,T8,618,245,1023,76,0
2026-01-02 20:55:00,T4,659,180,444,210,2
2026-01-02 21:00:00,T5,645,211,669,139,4
2026-01-02 21:05:00,T10,80,12,575,237,11
2026-01-02 21:10:00,T1,667,196,426,241,11
2026-01-02 21:15:00,T8,431,67,835,36,14
2026-01-02 21:20:00,T4,180,75,851,29,4
2026-01-02 21:25:00,T10,39,297,115,240,17
2026-01-02 21:30:00,T4,450,268,122,172,0
2026-01-02 21:35:00,T10,346,53,1010,19,11
2026-01-02 21:40:00,T9,645,242,603,22,15
2026-01-02 21:45:00,T2,596,32,564,162,9
2026-01-02 21:50:00,T5,588,21,1111,238,13
2026-01-02 21:55:00,T6,509,17,876,46,12
2026-01-02 22:00:00,T3,447,155,881,5,16
2026-01-02 22:05:00,T8,481,297,888,177,10
2026-01-02 22:10:00,T5,592,47,353,174,11
2026-01-02 22:15:00,T8,672,90,1113,194,14
2026-01-02 22:20:00,T7,467,35,1010,44,16
2026-01-02 22:25:00,T8,441,15,959,86,15
2026-01-02 22:30:00,T9,333,226,215,90,3
2026-01-02 22:35:00,T5,502,257,1034,110,12
2026-01-02 22:40:00,T9,400,178,1158,86,15
2026-01-02 22:45:00,T5,323,282,998,183,14
2026-01-02 22:50:00,T7,315,61,431,177,0
2026-01-02 22:55:00,T8,647,95,115,140,3
2026-01-02 23:00:00,T6,63,223,204,199,20
2026-01-02 23:05:00,T4,267,271,94,123,2
2026-01-02 23:10:00,T2,445,223,793,149,13
2026-01-02 23:15:00,T3,361,276,145,205,14
2026-01-02 23:20:00,T5,305,106,1129,219,2
2026-01-02 23:25:00,T3,224,262,235,78,17
2026-01-02 23:30:00,T10,376,45,193,132,16
2026-01-02 23:35:00,T8,149,170,886,16,13
2026-01-02 23:40:00,T1,470,167,471,98,14
2026-01-02 23:45:00,T8,404,183,336,200,19
2026-01-02 23:50:00,T3,291,179,1041,200,14
2026-01-02 23:55:00,T6,173,85,399,182,7
2026-01-03 00:00:00,T4,487,285,1157,93,11
2026-01-03 00:05:00,T7,657,45,325,118,1
2026-01-03 00:10:00,T5,298,80,252,47,17
2026-01-03 00:15:00,T1,472,233,115,41,1
2026-01-03 00:20:00,T3,62,131,329,184,11
2026-01-03 00:25:00,T3,567,297,770,243,16
2026-01-03 00:30:00,T1,35,252,1049,185,0
2026-01-03 00:35:00,T8,455,71,86,152,0
2026-01-03 00:40:00,T9,633,228,301,52,3
2026-01-03 00:45:00,T8,520,113,1095,229,6
2026-01-03 00:50:00,T9,584,252,817,95,9
2026-01-03 00:55:00,T5,405,283,1037,119,15
2026-01-03 01:00:00,T1,497,60,733,144,1
2026-01-03 01:05:00,T5,635,167,319,101,11
2026-01-03 01:10:00,T9,306,210,78,37,17
2026-01-03 01:15:00,T10,316,271,393,81,9
2026-01-03 01:20:00,T4,59,292,909,229,8
2026-01-03 01:25:00,T5,166,117,413,97,12
2026-01-03 01:30:00,T3,500,34,552,246,20
2026-01-03 01:35:00,T10,121,71,316,96,20
2026-01-03 01:40:00,T2,259,117,64,155,4
2026-01-03 01:45:00,T8,656,292,1005,28,9
2026-01-03 01:50:00,T3,115,223,596,5,16
2026-01-03 01:55:00,T2,146,250,436,48,2
2026-01-03 02:00:00,T10,62,81,546,52,7
2026-01-03 02:05:00,T10,405,239,994,84,17
2026-01-03 02:10:00,T10,152,42,1157,55,15
2026-01-03 02:15:00,T2,262,296,797,26,18
2026-01-03 02:20:00,T1,653,253,166,222,15
2026-01-03 02:25:00,T3,249,232,850,239,15
2026-01-03 02:30:00,T7,558,209,990,172,17
2026-01-03 02:35:00,T1,143,229,141,249,6
2026-01-03 02:40:00,T2,574,28,945,187,9
2026-01-03 02:45:00,T9,452,105,279,20,13
2026-01-03 02:50:00,T10,680,137,718,58,12
2026-01-03 02:55:00,T1,411,287,437,107,1
2026-01-03 03:00:00,T9,143,252,610,76,14
2026-01-03 03:05:00,T8,660,158,498,213,6
2026-01-03 03:10:00,T5,642,12,209,99,1
2026-01-03 03:15:00,T7,481,143,482,158,7
2026-01-03 03:20:00,T10,161,111,500,119,5
2026-01-03 03:25:00,T10,543,226,1095,126,0
2026-01-03 03:30:00,T8,235,139,270,27,18
2026-01-03 03:35:00,T5,235,118,557,185,20
2026-01-03 03:40:00,T5,265,173,298,166,18
2026-01-03 03:45:00,T5,465,48,1200,128,4
2026-01-03 03:50:00,T6,183,114,953,155,13
2026-01-03 03:55:00,T8,407,144,186,67,1
2026-01-03 04:00:00,T10,196,62,86,168,6
2026-01-03 04:05:00,T5,403,33,364,159,20
2026-01-03 04:10:00,T9,220,285,528,77,9
2026-01-03 04:15:00,T9,362,287,57,40,2
2026-01-03 04:20:00,T2,69,115,353,16,3
2026-01-03 04:25:00,T1,350,262,178,23,4
2026-01-03 04:30:00,T1,28,169,408,154,14
2026-01-03 04:35:00,T7,478,269,514,181,8
2026-01-03 04:40:00,T6,326,118,153,219,9
2026-01-03 04:45:00,T6,596,11,1192,201,4
2026-01-03 04:50:00,T5,475,11,1008,145,4
2026-01-03 04:55:00,T4,71,199,830,109,15
2026-01-03 05:00:00,T1,23,295,54,245,18
2026-01-03 05:05:00,T3,275,221,245,149,15
2026-01-03 05:10:00,T3,636,105,745,107,14
2026-01-03 05:15:00,T7,319,289,276,138,17
2026-01-03 05:20:00,T2,601,138,1048,237,20
2026-01-03 05:25:00,T8,442,226,441,240,15
2026-01-03 05:30:00,T5,251,132,648,50,6
2026-01-03 05:35:00,T3,97,48,1071,65,3
2026-01-03 05:40:00,T9,380,236,69,117,14
2026-01-03 05:45:00,T7,504,49,280,179,15
2026-01-03 05:50:00,T5,679,282,1066,90,0
2026-01-03 05:55:00,T4,609,216,624,94,19
2026-01-03 06:00:00,T9,401,205,335,163,15
2026-01-03 06:05:00,T1,632,23,1027,146,18
2026-01-03 06:10:00,T7,325,158,214,200,8
2026-01-03 06:15:00,T4,216,107,382,156,15
2026-01-03 06:20:00,T10,485,280,1118,134,4
2026-01-03 06:25:00,T3,89,108,1081,48,19
2026-01-03 06:30:00,T6,543,276,899,179,10
2026-01-03 06:35:00,T3,630,242,997,22,3
2026-01-03 06:40:00,T10,149,182,803,69,20
2026-01-03 06:45:00,T7,263,12,409,38,3
2026-01-03 06:50:00,T3,631,137,528,120,18
2026-01-03 06:55:00,T3,622,13,537,222,2
2026-01-03 07:00:00,T9,645,227,330,131,9
2026-01-03 07:05:00,T7,658,165,772,156,6
2026-01-03 07:10:00,T4,621,178,228,80,13
2026-01-03 07:15:00,T3,38,86,218,86,8
2026-01-03 07:20:00,T5,216,276,304,48,0
2026-01-03 07:25:00,T1,350,256,383,153,7
2026-01-03 07:30:00,T1,417,250,61,110,11
2026-01-03 07:35:00,T2,652,46,747,173,0
2026-01-03 07:40:00,T2,628,182,1036,198,18
2026-01-03 07:45:00,T1,342,195,887,15,5
2026-01-03 07:50:00,T5,312,283,55,5,11
2026-01-03 07:55:00,T8,20,144,494,182,5
2026-01-03 08:00:00,T3,515,266,173,35,16
2026-01-03 08:05:00,T4,545,146,809,220,1
2026-01-03 08:10:00,T4,691,218,843,202,10
2026-01-03 08:15:00,T9,141,184,537,27,20
2026-01-03 08:20:00,T4,550,247,965,41,6
2026-01-03 08:25:00,T8,160,151,301,29,13
2026-01-03 08:30:00,T3,149,271,295,205,10
2026-01-03 08:35:00,T5,526,266,916,173,20
2026-01-03 08:40:00,T2,82,279,1184,11,13
2026-01-03 08:45:00,T10,282,14,1122,25,20
2026-01-03 08:50:00,T9,273,33,571,159,10
2026-01-03 08:55:00,T2,443,60,735,147,0
2026-01-03 09:00:00,T5,194,59,427,169,1
2026-01-03 09:05:00,T5,300,99,982,92,9
2026-01-03 09:10:00,T6,629,35,1027,154,7
2026-01-03 09:15:00,T6,690,117,217,143,20
2026-01-03 09:20:00,T8,487,176,1005,22,3
2026-01-03 09:25:00,T8,502,219,742,14,10
2026-01-03 09:30:00,T10,69,234,163,62,12
2026-01-03 09:35:00,T3,654,252,524,127,16
2026-01-03 09:40:00,T2,86,273,632,110,5
2026-01-03 09:45:00,T3,655,91,1123,65,17
2026-01-03 09:50:00,T4,565,102,52,218,3
2026-01-03 09:55:00,T7,522,137,92,18,11
2026-01-03 10:00:00,T6,202,250,281,27,4
2026-01-03 10:05:00,T10,363,173,184,96,12
2026-01-03 10:10:00,T1,499,285,170,50,18
2026-01-03 10:15:00,T6,505,192,1088,237,4
2026-01-03 10:20:00,T6,660,26,1144,212,17
2026-01-03 10:25:00,T9,609,84,981,50,19
2026-01-03 10:30:00,T2,189,170,726,110,9
2026-01-03 10:35:00,T2,421,156,239,93,9
2026-01-03 10:40:00,T5,114,246,598,18,2
2026-01-03 10:45:00,T9,147,118,68,10,5
2026-01-03 10:50:00,T10,99,206,151,236,3
2026-01-03 10:55:00,T7,595,121,379,180,3
2026-01-03 11:00:00,T1,579,176,305,159,17
2026-01-03 11:05:00,T6,430,232,1005,250,10
2026-01-03 11:10:00,T1,527,160,697,183,19
2026-01-03 11:15:00,T2,161,12,437,193,14
2026-01-03 11:20:00,T2,272,235,747,172,14
2026-01-03 11:25:00,T9,621,193,289,77,7
2026-01-03 11:30:00,T7,503,81,219,91,8
2026-01-03 11:35:00,T4,139,291,837,223,4
2026-01-03 11:40:00,T8,478,23,382,108,5
2026-01-03 11:45:00,T2,465,120,417,76,9
2026-01-03 11:50:00,T5,179,293,1084,28,18
2026-01-03 11:55:00,T2,574,159,761,183,9
2026-01-03 12:00:00,T2,571,189,234,146,19
2026-01-03 12:05:00,T1,441,187,1032,78,2
2026-01-03 12:10:00,T4,599,32,480,88,2
2026-01-03 12:15:00,T8,279,58,127,38,7
2026-01-03 12:20:00,T7,404,91,189,150,9
2026-01-03 12:25:00,T7,87,220,483,6,10
2026-01-03 12:30:00,T2,63,100,401,187,14
2026-01-03 12:35:00,T9,289,181,1018,231,17
2026-01-03 12:40:00,T10,484,33,1089,121,3
2026-01-03 12:45:00,T6,674,30,89,233,14
2026-01-03 12:50:00,T10,119,130,113,120,13
2026-01-03 12:55:00,T2,387,195,212,130,8
2026-01-03 13:00:00,T10,508,79,873,173,13
2026-01-03 13:05:00,T9,281,12,915,216,6
2026-01-03 13:10:00,T7,42,249,1020,48,0
2026-01-03 13:15:00,T6,665,72,649,8,5
2026-01-03 13:20:00,T8,243,209,672,244,17
2026-01-03 13:25:00,T4,341,206,134,54,12
2026-01-03 13:30:00,T10,194,148,827,236,14
2026-01-03 13:35:00,T6,547,185,70,140,11
2026-01-03 13:40:00,T1,87,166,64,194,6
2026-01-03 13:45:00,T8,494,49,147,235,20
2026-01-03 13:50:00,T2,609,189,851,224,17
2026-01-03 13:55:00,T9,234,152,761,197,3
2026-01-03 14:00:00,T5,264,139,754,39,13
2026-01-03 14:05:00,T2,160,181,359,229,9
2026-01-03 14:10:00,T6,175,205,728,112,2
2026-01-03 14:15:00,T8,135,279,1041,213,5
2026-01-03 14:20:00,T6,48,278,1105,15,9
2026-01-03 14:25:00,T5,658,22,498,166,7
2026-01-03 14:30:00,T9,355,208,407,250,9
2026-01-03 14:35:00,T4,621,46,452,146,18
2026-01-03 14:40:00,T8,125,180,586,95,10
2026-01-03 14:45:00,T8,564,192,873,220,15
2026-01-03 14:50:00,T7,37,14,263,114,2
2026-01-03 14:55:00,T5,155,245,573,105,4
2026-01-03 15:00:00,T9,42,102,1022,187,12
2026-01-03 15:05:00,T9,524,231,749,211,5
2026-01-03 15:10:00,T8,221,256,210,78,11
2026-01-03 15:15:00,T9,566,62,322,206,17
2026-01-03 15:20:00,T9,582,65,452,44,9
2026-01-03 15:25:00,T7,340,22,685,179,20
2026-01-03 15:30:00,T7,557,76,763,174,10
2026-01-03 15:35:00,T10,577,23,1056,243,6
2026-01-03 15:40:00,T5,358,190,700,104,17
2026-01-03 15:45:00,T4,34,277,1017,53,5
2026-01-03 15:50:00,T4,119,248,388,44,0
2026-01-03 15:55:00,T1,696,180,725,186,20
2026-01-03 16:00:00,T9,62,201,352,86,14
2026-01-03 16:05:00,T7,161,217,1094,152,14
2026-01-03 16:10:00,T4,205,123,1098,223,17
2026-01-03 16:15:00,T9,214,65,1144,33,2
2026-01-03 16:20:00,T2,483,117,402,207,9
2026-01-03 16:25:00,T2,573,172,712,38,7
2026-01-03 16:30:00,T1,92,251,875,181,3
2026-01-03 16:35:00,T10,657,274,1178,145,19
2026-01-03 16:40:00,T4,551,220,944,195,14
2026-01-03 16:45:00,T9,527,257,1089,90,3
2026-01-03 16:50:00,T10,200,102,394,219,11
2026-01-03 16:55:00,T7,108,245,136,30,16
2026-01-03 17:00:00,T5,578,44,600,113,9
2026-01-03 17:05:00,T4,388,219,241,125,13
2026-01-03 17:10:00,T4,630,52,628,226,9
2026-01-03 17:15:00,T2,175,127,1011,86,2
2026-01-03 17:20:00,T9,544,165,905,7,12
2026-01-03 17:25:00,T7,561,192,74,88,7
2026-01-03 17:30:00,T3,267,164,695,12,6
2026-01-03 17:35:00,T1,270,177,487,141,3
2026-01-03 17:40:00,T9,131,281,773,116,9
2026-01-03 17:45:00,T7,249,259,635,70,20
2026-01-03 17:50:00,T8,623,79,120,35,16
2026-01-03 17:55:00,T8,389,216,727,214,9
2026-01-03 18:00:00,T4,470,59,181,152,17
2026-01-03 18:05:00,T2,462,149,704,37,18
2026-01-03 18:10:00,T4,109,208,765,15,13
2026-01-03 18:15:00,T7,637,172,1110,249,16
2026-01-03 18:20:00,T4,37,153,1152,15,19
2026-01-03 18:25:00,T5,457,90,323,107,2
2026-01-03 18:30:00,T6,274,174,208,57,6
2026-01-03 18:35:00,T2,689,151,209,189,7
2026-01-03 18:40:00,T6,255,261,1082,123,17
2026-01-03 18:45:00,T8,409,241,761,187,8
2026-01-03 18:50:00,T6,583,193,776,238,9
2026-01-03 18:55:00,T3,543,207,798,110,12
2026-01-03 19:00:00,T4,457,211,1046,114,8
2026-01-03 19:05:00,T7,31,111,778,14,2
2026-01-03 19:10:00,T1,574,290,689,180,11
2026-01-03 19:15:00,T8,379,178,593,26,0
2026-01-03 19:20:00,T10,491,225,368,183,10
2026-01-03 19:25:00,T1,195,151,616,187,16
2026-01-03 19:30:00,T10,477,55,426,133,20
2026-01-03 19:35:00,T1,75,138,471,170,9
2026-01-03 19:40:00,T9,151,255,682,207,19
2026-01-03 19:45:00,T10,635,128,1001,110,17
2026-01-03 19:50:00,T8,199,234,61,15,11
2026-01-03 19:55:00,T2,165,231,727,123,4
2026-01-03 20:00:00,T10,159,197,926,6,8
2026-01-03 20:05:00,T8,214,115,963,156,4
2026-01-03 20:10:00,T2,482,118,1058,217,5
2026-01-03 20:15:00,T4,180,78,579,23,2
2026-01-03 20:20:00,T6,462,115,419,227,8
2026-01-03 20:25:00,T4,478,57,1169,130,19
2026-01-03 20:30:00,T10,187,289,645,151,8
2026-01-03 20:35:00,T3,328,299,525,134,10
2026-01-03 20:40:00,T8,359,200,880,9,17
2026-01-03 20:45:00,T5,208,250,437,192,10
2026-01-03 20:50:00,T9,81,224,178,16,6
2026-01-03 20:55:00,T3,330,201,885,33,14
2026-01-03 21:00:00,T2,558,159,302,111,8
2026-01-03 21:05:00,T9,415,255,632,89,9
2026-01-03 21:10:00,T3,292,250,535,247,9
2026-01-03 21:15:00,T3,271,98,632,59,15
2026-01-03 21:20:00,T6,306,298,731,124,13
2026-01-03 21:25:00,T9,515,175,478,244,5
2026-01-03 21:30:00,T2,604,40,518,5,18
2026-01-03 21:35:00,T5,161,213,622,27,11
2026-01-03 21:40:00,T10,74,264,902,87,0
2026-01-03 21:45:00,T2,630,152,880,139,5
2026-01-03 21:50:00,T6,250,111,110,105,4
2026-01-03 21:55:00,T10,514,16,1103,39,7
2026-01-03 22:00:00,T6,339,267,303,137,19
2026-01-03 22:05:00,T4,656,37,1166,88,14
2026-01-03 22:10:00,T6,559,202,506,165,16
2026-01-03 22:15:00,T2,456,111,290,152,7
2026-01-03 22:20:00,T3,297,85,1011,93,14
2026-01-03 22:25:00,T3,463,236,1057,126,4
2026-01-03 22:30:00,T10,120,145,475,89,19
2026-01-03 22:35:00,T8,453,268,960,144,16
2026-01-03 22:40:00,T4,528,25,383,24,17
2026-01-03 22:45:00,T2,211,264,741,249,1
2026-01-03 22:50:00,T6,431,119,973,132,3
2026-01-03 22:55:00,T4,481,267,612,114,12
2026-01-03 23:00:00,T1,561,38,811,130,3
2026-01-03 23:05:00,T5,121,252,315,207,4
2026-01-03 23:10:00,T4,547,214,642,50,15
2026-01-03 23:15:00,T3,373,287,401,239,12
2026-01-03 23:20:00,T9,258,183,423,17,16
2026-01-03 23:25:00,T9,627,211,881,85,19
2026-01-03 23:30:00,T1,219,296,188,179,12
2026-01-03 23:35:00,T10,559,136,543,50,13
2026-01-03 23:40:00,T10,235,101,599,10,19
2026-01-03 23:45:00,T4,558,49,1162,28,2
2026-01-03 23:50:00,T5,678,107,364,226,19
2026-01-03 23:55:00,T8,378,30,349,221,0
2026-01-04 00:00:00,T7,178,31,978,103,8
2026-01-04 00:05:00,T9,274,14,280,44,2
2026-01-04 00:10:00,T2,237,278,976,86,7
2026-01-04 00:15:00,T3,270,294,731,92,16
2026-01-04 00:20:00,T7,522,245,638,249,10
2026-01-04 00:25:00,T4,285,219,825,32,14
2026-01-04 00:30:00,T5,348,166,1008,237,11
2026-01-04 00:35:00,T3,343,213,1098,245,11
2026-01-04 00:40:00,T6,197,68,927,171,18
2026-01-04 00:45:00,T6,654,136,727,101,19
2026-01-04 00:50:00,T10,81,144,1164,27,4
2026-01-04 00:55:00,T4,530,214,896,36,19
2026-01-04 01:00:00,T4,411,169,916,77,0
2026-01-04 01:05:00,T10,551,273,298,12,17
2026-01-04 01:10:00,T5,458,81,774,93,8
2026-01-04 01:15:00,T3,680,294,446,183,13
2026-01-04 01:20:00,T5,194,228,582,213,20
2026-01-04 01:25:00,T4,477,85,125,121,5
2026-01-04 01:30:00,T8,476,214,801,150,6
2026-01-04 01:35:00,T1,146,30,938,202,20
2026-01-04 01:40:00,T4,274,88,359,219,0
2026-01-04 01:45:00,T10,412,185,618,51,6
2026-01-04 01:50:00,T3,364,147,722,172,19
2026-01-04 01:55:00,T8,99,77,543,166,9
2026-01-04 02:00:00,T4,83,210,368,154,18
2026-01-04 02:05:00,T1,693,156,639,126,0
2026-01-04 02:10:00,T9,96,261,490,216,11
2026-01-04 02:15:00,T2,67,88,396,149,14
2026-01-04 02:20:00,T8,563,209,976,233,20
2026-01-04 02:25:00,T7,101,233,917,104,11
2026-01-04 02:30:00,T7,248,296,1021,62,4
2026-01-04 02:35:00,T10,657,135,369,55,16
2026-01-04 02:40:00,T7,164,68,1005,92,8
2026-01-04 02:45:00,T10,609,135,235,17,18
2026-01-04 02:50:00,T2,204,140,936,140,17
2026-01-04 02:55:00,T4,238,13,285,85,19
2026-01-04 03:00:00,T10,218,16,592,156,14
2026-01-04 03:05:00,T1,270,13,675,130,0
2026-01-04 03:10:00,T6,425,106,1048,185,0
2026-01-04 03:15:00,T6,250,142,864,125,18
2026-01-04 03:20:00,T4,566,231,471,66,11
2026-01-04 03:25:00,T10,537,132,129,23,20
2026-01-04 03:30:00,T9,672,129,1033,38,7
2026-01-04 03:35:00,T9,281,127,1108,195,2
2026-01-04 03:40:00,T5,468,30,1140,82,11
2026-01-04 03:45:00,T2,226,108,124,99,13
2026-01-04 03:50:00,T8,70,253,1163,134,13
2026-01-04 03:55:00,T10,452,25,1186,203,17
2026-01-04 04:00:00,T3,657,110,270,68,2
2026-01-04 04:05:00,T1,86,226,993,246,4
2026-01-04 04:10:00,T5,315,95,1012,77,13
2026-01-04 04:15:00,T3,244,136,825,137,3
2026-01-04 04:20:00,T10,471,155,1036,206,1
2026-01-04 04:25:00,T1,550,144,1042,14,14
2026-01-04 04:30:00,T10,258,109,1196,92,7
2026-01-04 04:35:00,T10,314,204,622,222,4
2026-01-04 04:40:00,T5,182,215,1071,29,17
2026-01-04 04:45:00,T6,94,42,448,221,8
2026-01-04 04:50:00,T5,548,57,1129,161,11
2026-01-04 04:55:00,T3,374,30,838,14,6
2026-01-04 05:00:00,T3,188,203,1187,198,3
2026-01-04 05:05:00,T9,80,171,262,187,13
2026-01-04 05:10:00,T7,506,16,764,192,17
2026-01-04 05:15:00,T8,681,92,781,168,1
2026-01-04 05:20:00,T1,175,67,194,191,9
2026-01-04 05:25:00,T4,405,218,197,113,19
2026-01-04 05:30:00,T9,326,50,1099,187,2
2026-01-04 05:35:00,T7,217,41,296,156,19
2026-01-04 05:40:00,T5,86,243,314,167,17
2026-01-04 05:45:00,T7,481,24,953,127,10
2026-01-04 05:50:00,T2,42,191,382,175,19
2026-01-04 05:55:00,T2,537,38,652,124,20
2026-01-04 06:00:00,T10,350,124,908,211,18
2026-01-04 06:05:00,T7,26,165,1103,129,17
2026-01-04 06:10:00,T9,476,21,336,167,8
2026-01-04 06:15:00,T8,302,55,158,161,13
2026-01-04 06:20:00,T2,192,76,147,175,16
2026-01-04 06:25:00,T4,140,31,718,95,7
2026-01-04 06:30:00,T10,181,220,1013,104,14
2026-01-04 06:35:00,T4,383,203,286,84,2
2026-01-04 06:40:00,T7,520,15,1165,208,4
2026-01-04 06:45:00,T2,355,21,1110,244,18
2026-01-04 06:50:00,T2,415,94,310,131,11
2026-01-04 06:55:00,T1,649,275,790,95,3
2026-01-04 07:00:00,T3,435,198,535,90,4
2026-01-04 07:05:00,T2,446,96,869,103,11
2026-01-04 07:10:00,T10,507,149,1011,243,11
2026-01-04 07:15:00,T2,156,285,160,83,4
2026-01-04 07:20:00,T6,309,18,596,249,4
2026-01-04 07:25:00,T10,47,130,675,182,10
2026-01-04 07:30:00,T9,546,25,84,56,0
2026-01-04 07:35:00,T10,272,251,361,87,3
2026-01-04 07:40:00,T3,164,64,338,229,19
2026-01-04 07:45:00,T7,618,189,1142,192,2
2026-01-04 07:50:00,T1,209,221,963,229,3
2026-01-04 07:55:00,T10,492,10,241,104,8
2026-01-04 08:00:00,T1,504,202,359,124,13
2026-01-04 08:05:00,T4,34,135,472,234,20
2026-01-04 08:10:00,T6,39,134,949,106,9
2026-01-04 08:15:00,T7,449,147,513,50,19
2026-01-04 08:20:00,T3,255,196,114,161,8
2026-01-04 08:25:00,T1,523,123,382,6,16
2026-01-04 08:30:00,T7,80,237,115,24,4
2026-01-04 08:35:00,T2,30,109,984,187,7
2026-01-04 08:40:00,T2,422,234,922,130,17
2026-01-04 08:45:00,T4,238,141,303,47,17
2026-01-04 08:50:00,T9,245,99,224,66,2
2026-01-04 08:55:00,T4,629,89,843,162,11
2026-01-04 09:00:00,T9,372,218,291,189,12
2026-01-04 09:05:00,T3,423,84,573,25,8
2026-01-04 09:10:00,T4,440,300,769,236,5
2026-01-04 09:15:00,T9,380,268,483,105,15
2026-01-04 09:20:00,T3,163,235,1163,154,12
2026-01-04 09:25:00,T6,695,55,80,209,13
2026-01-04 09:30:00,T1,20,216,283,104,0
2026-01-04 09:35:00,T8,263,36,980,88,2
2026-01-04 09:40:00,T2,690,139,564,25,7
2026-01-04 09:45:00,T10,86,141,155,111,13
2026-01-04 09:50:00,T1,381,47,948,121,12
2026-01-04 09:55:00,T5,428,70,1144,108,10
2026-01-04 10:00:00,T7,348,21,603,186,1
2026-01-04 10:05:00,T6,56,53,412,241,10
2026-01-04 10:10:00,T1,162,232,432,16,4
2026-01-04 10:15:00,T3,471,115,716,40,8
2026-01-04 10:20:00,T7,191,59,1198,150,13
2026-01-04 10:25:00,T9,186,153,363,221,12
2026-01-04 10:30:00,T4,475,29,259,66,12
2026-01-04 10:35:00,T3,577,241,924,210,18
2026-01-04 10:40:00,T1,263,49,950,182,12
2026-01-04 10:45:00,T1,205,100,670,140,8
2026-01-04 10:50:00,T3,23,277,164,140,13
2026-01-04 10:55:00,T3,676,109,330,154,20
2026-01-04 11:00:00,T3,630,154,415,201,18
2026-01-04 11:05:00,T5,575,184,430,141,19
2026-01-04 11:10:00,T7,601,108,1106,154,13
2026-01-04 11:15:00,T9,174,270,323,244,1
